"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","Temperature of Water_cel","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Nitrate as N_mg/l","Ammonia un-ionised as N_mg/l","pH_phunits","Oxygen, Dissolved as O2_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"50",539,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35256,1,"SP",31998,2920,"SP3199802920","GB106039030280",68,0.4,18.09,1,4.8,27.67,5,62,17,17,243,NA,NA,NA,"1995-01-01","1994-06-13","2006-11-02",11,FALSE,1,6240,"SHILL BROOK","SP3199802920",364874,1,"",2003-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",367866,"2004-01-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,102,4.64,23,108.5,4.72,NA,NA,NA,NA,NA,NA,NA,14,62,4.43,1.63,1.63,100,5.76,10.13,56.86,20,130,6.5,NA,NA,NA,NA,4,0,16,41,39.02,23,111.8,4.86,"No",2003,9,"F9BB99BE-8BEF-4A96-8E8C-4BCE51E3C179","TH-PUTR0079",0.0466666666666667,16.62,97.4,0.416,9.92666666666667,0.00139333333333333,8.09,9.48,1.5,0.0483,9.96,NA,NA,"F9BB99BE-8BEF-4A96-8E8C-4BCE51E3C179",149,1,0,55,5,0,90,0,76,94,25,474,6,95
"51",544,"THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","SULHAM BROOK",35261,1,"SU",64233,74102,"SU6423374102","GB106039023280",43,1.2,2.3,1,12.2,19,0,3,3,93,242,NA,NA,NA,"1995-01-01","1990-04-25","2023-03-20",44,FALSE,1,6275,"SULHAM BROOK","SU6423374102",365277,1,"",2003-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368936,"2004-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,90,4.29,23,86.2,3.75,21,36,1.71,5,3,5,8.57,18,72,4,3.37,14.5,23.24,1.25,8.54,14.64,20,118,5.9,25,148,5.92,5,48,10.42,8,43,18.6,23,94.2,4.1,"No",2003,9,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2","TH-PPSR0006",0.0966666666666667,15.9566666666667,80.5333333333333,0.0333333333333333,1.42333333333333,0.00156333333333333,7.77333333333333,7.93666666666667,1.3,0.0442,1.46666666666667,NA,NA,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2",24,29,0,12,10,7,3,0,70,1637,31,1809,2,13
"52",550,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","HIGHFURLONG BROOK",35269,1,"SP",47257,47790,"SP4725747790","GB106039042660",98,1.1,14.2,1,2.1,19,0,0,7,93,154,NA,NA,NA,"1995-01-01","1990-03-06","2014-09-11",24,FALSE,1,6358,"HIGHFURLONG BROOK","SP4725747790",364241,1,"",2003-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369030,"2004-01-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,68,4,18,69.1,3.84,2,8,4,5,3,5,20,14,62,4.43,NA,0.49,0,NA,5.58,0,16,94,5.88,2,11,5.5,NA,6,0,1,32,3.13,18,65.9,3.66,"No",2003,9,"29982010-B135-46D8-A2E3-1B40BF6A968B","TH-PCHR0050",0.08525,15.67,69.075,0.14675,1.10425,0.0014775,7.8025,6.85,2.1,0.0446,1.15,NA,NA,"29982010-B135-46D8-A2E3-1B40BF6A968B",7,6,0,2,1,3,0,0,1,63,19,101,1,1
"53",555,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","STOKE BROOK",35274,1,"SP",80583,12858,"SP8058312858","GB106039030320",75,3.3,9.03,1,1.9,15,2,49,27,22,241,NA,NA,NA,"1995-01-01","1990-03-21","2018-11-08",27,FALSE,1,6403,"STOKE BROOK","SP8058312858",375379,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369683,"2004-02-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,50,4.17,12,47.8,3.98,NA,NA,NA,NA,NA,NA,NA,8,33,4.13,NA,NA,NA,0.5,3.15,15.87,10,62,6.2,NA,NA,NA,NA,3,0,3,18,16.67,12,49.7,4.14,"No",2003,9,"DACCAD81-07AD-477B-BF3A-7BB195295230","TH-PTAR0036",0.1245,17.59,97.85,0.4015,1.266,0.00294,7.895,9.32,4.4,0.02135,1.285,NA,NA,"DACCAD81-07AD-477B-BF3A-7BB195295230",40,5,0,1,5,0,0,0,12,109,13,178,2,5
"54",564,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","COOMBE BROOK",35334,1,"SP",23282,13873,"SP2328213873","GB106039030450",105,2.5,8.33,1,3.3,26,7,27,17,50,180,NA,NA,NA,"1995-01-01","1989-11-29","2014-09-15",25,FALSE,1,6461,"COOMBE BROOK","SP2328213873",364263,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369281,"2004-01-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,104,5.2,22,117,5.32,2,5,2.5,3,5,5,12.5,16,75,4.69,3.76,4.13,91.04,6.49,9.88,65.69,18,125,6.94,2,17,8.5,4,7,57.14,18,37,48.65,22,121.3,5.51,"No",2003,9,"EBC9720C-87E2-4366-8317-6CDF729B9922","TH-PWRR0009",0.03,15.8666666666667,102.166666666667,0.167333333333333,9.23,0.000843333333333333,8.1,10.1166666666667,1,0.0103666666666667,9.23666666666667,NA,NA,"EBC9720C-87E2-4366-8317-6CDF729B9922",84,12,0,51,3,0,4,23,485,39,23,704,6,30
"55",565,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","LITTLESTOCK BROOK",35335,1,"SP",27804,18466,"SP2780418466","GB106039029910",97,1.7,5.1,1,2,10,23,18,20,38,202,NA,NA,NA,"1995-01-01","1989-11-29","2022-11-16",24,FALSE,1,6470,"LITTLESTOCK BROOK","SP2780418466",364616,1,"",2003-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370449,"2004-02-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,80,4.21,20,91.4,4.57,NA,NA,NA,NA,NA,NA,NA,13,55,4.23,2.76,3.13,88.18,8.03,11.68,68.75,17,118,6.94,NA,NA,NA,NA,4,0,22,49,44.9,20,93.1,4.66,"No",2003,9,"B16A83AB-0174-49CC-AB2C-23FADCFFF875","TH-PEVR0021",0.111,16.875,88.85,2.02,12.05,0.00315,8.035,8.57,1.3,0.0781,12.15,NA,NA,"B16A83AB-0174-49CC-AB2C-23FADCFFF875",222,726,0,56,17,0,90,0,185,296,21,1592,3,107
"56",566,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","HEYTHROP STREAM",35336,1,"SP",37717,24935,"SP3771724935","GB106039030030",69,5,5.71,5,1.7,20,12,27,30,32,205,NA,NA,NA,"1995-01-01","1989-11-29","2013-09-26",16,FALSE,1,6486,"HEYTHROP STREAM","SP3771724935",367426,1,"",2003-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361058,"2003-09-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,78,5.2,18,91.7,5.09,1,1,1,1,3,3,3,12,59,4.92,2.63,4.84,54.34,4,7.65,52.29,14,96,6.86,6,40,6.67,5,17,29.41,14,31,45.16,18,93.4,5.19,"No",2003,9,"C282122B-BBA5-4B07-8814-317BA6FFEF02","TH-PEVR0049",0.031,16.3433333333333,103.333333333333,0.373,13.0666666666667,0.000876666666666667,8.18333333333333,10.1066666666667,1.36666666666667,0.0201333333333333,13.0666666666667,NA,NA,"C282122B-BBA5-4B07-8814-317BA6FFEF02",102,40,0,13,33,0,17,0,58,35,21,398,5,50
"57",568,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHACOMBE BROOK",35342,1,"SP",47040,43831,"SP4704043831","GB106039037280",94,3.3,8.5,1,1.1,14,0,0,0,100,180,NA,NA,NA,"1995-01-01","1989-10-25","2015-09-11",20,FALSE,1,6498,"CHACOMBE BROOK","SP4704043831",364239,1,"",2003-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369063,"2004-01-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,59,4.54,14,59.1,4.22,1,1,1,1,3,3,3,9,34,3.78,NA,0.37,0,0.5,2.68,18.66,11,71,6.45,1,6,6,NA,5,0,4,20,20,14,59.8,4.27,"No",2003,9,"428277C9-DE8B-44B1-9B8F-8A2FD4708A29","TH-PCHR0161",0.072,16.598,86.52,2.258,13.71,0.001656,7.908,8.406,1.72,0.12778,13.828,NA,NA,"428277C9-DE8B-44B1-9B8F-8A2FD4708A29",11,5,0,5,7,0,0,0,70,23,17,122,3,7
"58",570,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","WADLEY STREAM",35359,1,"SP",36588,29,"SP3658800029","GB106039023770",65,0.3,8.84,1,2.3,35,0,0,0,100,269,NA,NA,NA,"1995-01-01","1989-10-17","2013-09-16",15,FALSE,1,6536,"WADLEY STREAM","SP3658800029",364862,1,"",2003-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368421,"2004-01-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,44,3.67,16,67,4.19,NA,NA,NA,NA,NA,NA,NA,11,50,4.55,0.63,1,63,1.25,5.6,22.32,12,70,5.83,NA,NA,NA,NA,4,0,3,25,12,16,69.3,4.33,"No",2003,9,"37F41628-3D96-4CC3-92C6-8A3EA8FE23EB","TH-PUTR0252",0.059,16.12,79.8,0.811,4.8,0.00157,7.95333333333333,7.84333333333333,1.4,0.0684666666666667,4.87,NA,NA,"37F41628-3D96-4CC3-92C6-8A3EA8FE23EB",128,4,0,0,1,0,5,0,68,53,16,272,3,6
"59",591,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","GLYME",35455,1,"SP",43930,19580,"SP4393019580","GB106039030010",84,2,11.47,1,6.3,38.33,20,28,22,30,230,NA,NA,NA,"1995-01-01","1989-10-12","2015-09-22",28,FALSE,1,6837,"GLYME","SP4393019580",364603,1,"",2003-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",371085,"2004-02-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,87,5.8,16,94.9,5.93,NA,NA,NA,NA,NA,NA,NA,11,51,4.64,0.63,0.63,100,4.5,6.44,69.88,13,97,7.46,NA,NA,NA,NA,4,0,14,24,58.33,16,95,5.94,"No",2003,9,"3BFF705A-EC9C-4A4D-A299-6DC4926BF917","TH-PEVR0019",0.03,15.604,95.24,0.02,7.374,0.000754,8.032,9.454,1.16,0.0186,7.392,7.54,NA,"3BFF705A-EC9C-4A4D-A299-6DC4926BF917",150,42,0,20,8,0,22,3,51,1,16,302,6,33
"60",593,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","BYDEMILL BROOK (THAMES)",35460,1,"SU",19544,96520,"SU1954496520","GB106039023710",74,1,10.2,1,2.1,46,5,11,32,52,275,NA,NA,NA,"1995-01-01","1990-07-25","2014-10-30",19,FALSE,1,6864,"BYDEMILL BROOK (THAMES)","SU1954496520",374561,1,"",2003-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368687,"2004-01-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,80,4.71,18,79.2,4.4,NA,NA,NA,NA,NA,NA,NA,13,59,4.54,NA,0.37,0,1,5.87,17.04,15,91,6.07,NA,NA,NA,NA,4,0,5,32,15.63,18,81.4,4.52,"No",2003,11,"109396B3-9F71-4BFC-8EC3-B1462DCF6490","TH-PUTR0238",0.044,18.15,85.5,1.494,8.61,0.001325,7.925,8.075,2.2,0.0765,8.705,NA,NA,"109396B3-9F71-4BFC-8EC3-B1462DCF6490",269,3,0,74,7,3,1,0,298,366,19,1022,4,8
"61",596,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LUDGERSHALL BROOK",35463,1,"SP",65224,19509,"SP6522419509","GB106039030060",62,1.1,6.5,1,1,10.33,0,0,0,100,235,NA,NA,NA,"1995-01-01","1990-05-29","2016-09-23",20,FALSE,1,6886,"LUDGERSHALL BROOK","SP6522419509",364472,1,"",2003-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",367498,"2004-01-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,48,3.69,13,45.4,3.49,NA,NA,NA,NA,NA,NA,NA,9,31,3.44,NA,NA,NA,0.5,3.65,13.7,11,67,6.09,NA,NA,NA,NA,4,0,3,24,12.5,13,50.3,3.87,"No",2003,9,"8604EE97-639F-481D-84B4-AF94E4805EAE","TH-PCHR0156",0.0505,17.69,102.85,1.9,5.42,0.001645,8.295,9.805,1.85,0.0302,5.45,NA,NA,"8604EE97-639F-481D-84B4-AF94E4805EAE",211,20,0,6,2,0,0,0,185,54,16,481,1,2
"62",603,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",35478,1,"SP",18023,19756,"SP1802319756","GB106039030470",124,2.9,10.27,2,6.8,30,10,43,33,13,180,NA,NA,NA,"1995-01-01","1989-10-31","2020-09-23",38,FALSE,1,6958,"DIKLER","SP1802319756",364259,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",372997,"2004-03-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,131,5.95,23,123.9,5.39,20,38,1.9,5,5,5,9.5,17,87,5.12,6.13,12.74,48.12,3.74,9.57,39.08,20,136,6.8,24,169,7.04,13,41,31.71,12,37,32.43,23,123.6,5.37,"No",2003,9,"39864231-E9B9-48F7-8525-915DC0F36E3D","TH-PWRR0005",0.03,16.31,102.55,0.3295,8.26,0.00087,8.215,10.03,1.45,0.02305,8.28,7,NA,"39864231-E9B9-48F7-8525-915DC0F36E3D",52,9,0,50,28,2,17,2,32,41,29,248,9,47
"63",605,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SOR BROOK",35480,1,"SP",47475,34663,"SP4747534663","GB106039037260",85,1.3,22.3,3,5.3,116.67,1,17,35,47,177,NA,NA,NA,"1995-01-01","1990-03-08","2014-04-17",27,FALSE,1,6988,"SOR BROOK","SP4747534663",364271,1,"",2003-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",367415,"2004-01-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,115,5.23,22,110.9,5.04,NA,NA,NA,NA,NA,NA,NA,14,68,4.86,NA,NA,NA,4.01,8.18,49.02,21,141,6.71,NA,NA,NA,NA,NA,NA,14,35,40,22,115.6,5.25,"No",2003,9,"C2861F12-7B06-4E10-9163-05331F7D0D69","TH-PCHR0046",0.043,15.33,50.56,0.426,9.73,0.001145,8.775,5.087,1.3,0.0371,9.765,NA,NA,"C2861F12-7B06-4E10-9163-05331F7D0D69",3,3,0,4,4,7,3,1,10,202,22,239,6,8
"64",609,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35489,1,"SU",61842,68631,"SU6184268631","GB106039023140",51,2.1,82.82,6,9,120,1,12,30,57,233,NA,NA,NA,"1995-01-01","1990-07-03","2015-03-11",25,FALSE,1,7042,"KENNET","SU6184268631",367431,1,"",2003-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361072,"2003-09-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,101,5.61,20,109.5,5.48,NA,NA,NA,NA,NA,NA,NA,13,69,5.31,1.13,1.13,100,3.51,7.89,44.49,17,125,7.35,NA,NA,NA,NA,4,0,15,32,46.88,20,113.5,5.68,"No",2003,9,"48191757-E2B7-4F8E-A4F1-32A7CB1B08D3","TH-PKER0137",0.0485,18.935,101.65,0.1125,4.66,0.00161,8.18,9.44,2.1,0.025,4.685,14.7,0.1845,"48191757-E2B7-4F8E-A4F1-32A7CB1B08D3",200,165,0,1,38,25,5,0,154,68,20,657,5,43
"65",611,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2023-03-20",64,FALSE,1,7074,"KENNET","SU2273169574",379712,1,"",2003-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",374608,"2004-02-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,125,5.21,28,136.4,4.87,NA,NA,NA,NA,NA,NA,NA,18,82,4.56,0.63,0.63,100,5.8,10.2,56.86,25,172,6.88,NA,NA,NA,NA,3,0,22,49,44.9,28,139.9,5,"No",2003,10,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",0.0375,15.85,118,0.065,6.91,0.000825,7.965,11.65,1.5,0.04565,6.955,5.25,0.083,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",58,754,9,11,69,0,11,0,242,368,31,1528,8,80
"66",630,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","BLEDINGTON BROOK",35561,1,"SP",25034,22917,"SP2503422917","GB106039030000",108,2,5.75,1,2.2,41.67,2,7,13,78,210,NA,NA,NA,"1995-01-01","1990-11-19","2015-03-18",18,FALSE,1,7270,"BLEDINGTON BROOK","SP2503422917",364615,1,"",2003-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370445,"2004-02-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,38,3.8,10,41.6,4.16,1,4,4,3,1,3,12,7,29,4.14,NA,0.47,0,NA,2.92,0,8,51,6.38,1,7,7,NA,4,0,1,15,6.67,10,40.8,4.08,"No",2003,9,"55BC8C6C-FC36-4B19-AFC4-626FE86AB6C2","TH-PEVR0033",0.0773333333333333,18.8733333333333,92.2333333333333,0.05,1.88566666666667,0.00163,7.81,8.57333333333333,2.06666666666667,0.0508666666666667,1.93666666666667,NA,NA,"55BC8C6C-FC36-4B19-AFC4-626FE86AB6C2",8,0,0,1,0,0,8,0,53,34,11,109,1,8
"67",647,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","HOOK NORTON BROOK",35660,1,"SP",38666,33047,"SP3866633047","GB106039037210",135,4,6,1,1.5,16.67,8,55,17,20,120,NA,NA,NA,"1995-01-01","1990-10-15","2018-11-26",23,FALSE,1,7460,"HOOK NORTON BROOK","SP3866633047",364272,1,"",2003-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",367870,"2003-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,101,4.81,24,115,4.79,NA,NA,NA,NA,NA,NA,NA,15,57,3.8,1.13,1.87,60.43,3.51,9.33,37.62,19,121,6.37,NA,NA,NA,NA,4,0,13,42,30.95,24,123.4,5.14,"No",2003,9,"D5909F72-D2D7-411C-A0E2-E709EC11FBC7","TH-PCHR0070",0.03,15.036,90.8,1.433,7.874,0.000666,7.914,9.122,1.48,0.01592,7.886,NA,NA,"D5909F72-D2D7-411C-A0E2-E709EC11FBC7",314,8,0,37,8,0,26,0,192,616,26,1208,5,34
"68",663,"THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35783,1,"SU",89550,86492,"SU8955086492","GB106039023880",26,3.3,17.33,3,7,30,6,65,23,6,247,NA,NA,NA,"1995-01-01","1989-10-04","2019-09-06",48,FALSE,1,7670,"WYE (THAMES","SU8955086492",374841,1,"",2003-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369196,"2004-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,98,5.16,19,99.3,5.23,NA,NA,NA,NA,NA,NA,NA,11,53,4.82,0.5,0.5,100,6.27,8.71,71.99,17,129,7.59,NA,NA,NA,NA,3,0,22,38,57.89,19,97.9,5.15,"No",2003,9,"58217BCA-714B-4A4E-9990-CE0B3D900946","TH-PWYR0015",0.03,16.2866666666667,104.233333333333,0.613666666666667,6.07,0.000806666666666667,8.08333333333333,10.1666666666667,1.36666666666667,0.0222666666666667,6.09333333333333,NA,NA,"58217BCA-714B-4A4E-9990-CE0B3D900946",65,2647,4,316,24,0,74,0,27,44,19,3201,7,98
"69",684,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","UFFINGTON BROOK",35824,1,"SU",30774,90734,"SU3077490734","GB106039023400",76,2.5,5.09,1,1.6,15,0,10,20,70,210,NA,NA,NA,"1995-01-01","1989-09-13","2015-05-13",21,FALSE,1,8037,"UFFINGTON BROOK","SU3077490734",364996,1,"",2003-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",371116,"2003-09-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,106,5.05,21,101.1,4.81,NA,NA,NA,NA,NA,NA,NA,15,72,4.8,0.5,0.5,100,3.76,8.37,44.92,19,127,6.68,NA,NA,NA,NA,4,0,14,41,34.15,21,103.6,4.93,"No",2003,9,"2D42E426-37E3-4AAA-83D2-2013138D6BEB","TH-POCR0021",0.048,18.97,87.05,0.932,5.625,0.00153,8.065,8.06,1.4,0.0484,5.675,NA,NA,"2D42E426-37E3-4AAA-83D2-2013138D6BEB",237,6,0,128,25,0,11,0,31,445,21,884,6,36
