"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Oxygen, Dissolved, % Saturation_%","Temperature of Water_cel","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Nitrate as N_mg/l","pH_phunits","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","Solids, Suspended at 105 C_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"51",796,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35791,1,"SU",72191,51338,"SU7219151338","GB106039017240",80,4,2,1,7.9,37.5,4,66,22,8,218,NA,NA,NA,"2012-10-04","2004-04-27","2021-04-07",36,FALSE,1,8627,"WHITEWATER (LODDON)","SU7219151338",800583,1,"",2019-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",796541,"2019-12-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,117,5.09,30,148.6,4.95,24,63,2.63,7,5,7,18.38,24,127,5.29,13.5,19.26,70.09,7.8,11.45,68.12,24,169,7.04,31,233,7.52,37,65,56.92,28,55,50.91,30,154.2,5.14,"No",2019,9,"F5E91AAD-7E70-4E22-8E2A-976D229DEC4E","TH-PLDR0046",0.0183333333333333,89.9333333333333,12.5,0.014,0.000183333333333333,7.27,7.25666666666667,7.42666666666667,9.56,0.03,NA,NA,3,2.36666666666667,"F5E91AAD-7E70-4E22-8E2A-976D229DEC4E",43,1366,12,18,1125,0,46,0,109,23,56,2756,17,1171
"52",797,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35792,1,"SU",73820,60110,"SU7382060110","GB106039017240",49,0.9,15.238,2,6.6,20.67,3,67,23,7,218,NA,NA,NA,"1995-01-01","1990-04-05","2021-05-06",63,FALSE,1,8672,"WHITEWATER (LODDON)","SU7382060110",801005,1,"",2019-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",795833,"2019-12-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,179,6.17,31,200.8,6.48,30,61,2.03,5,7,7,14.23,26,146,5.62,26.75,33.73,79.31,14.99,21.54,69.59,28,216,7.71,38,318,8.37,64,97,65.98,39,62,62.9,31,197.8,6.38,"No",2019,9,"4F71A3E9-F273-451F-9B53-7955BD05BD5A","TH-PLDR0048",0.0175,101.05,15.95,0.00655,0.00057,6.24,6.23,7.93,9.98,0.03,NA,NA,5.265,2.05,"4F71A3E9-F273-451F-9B53-7955BD05BD5A",213,2600,3,896,108,30,296,13,200,3757,61,8116,21,417
"53",807,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35812,1,"SU",80820,36690,"SU8082036690","GB106039017720",66,1.4,17.36,3,6.7,51.67,13,48,25,13,82.4,NA,NA,NA,"1995-01-01","1990-03-19","2021-12-01",59,FALSE,1,8837,"WEY (SOUTH)","SU8082036690",801215,1,"",2019-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",794163,"2019-10-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,136,5.91,25,144.8,5.79,26,47,1.81,5,5,5,9.04,23,122,5.3,24.78,30.03,82.52,14.75,18.4,80.16,24,191,7.96,37,295,7.97,54,91,59.34,38,59,64.41,25,143.4,5.74,"No",2019,9,"B0475CBD-1970-4942-AE13-A0682226E22E","TH-PWER0027",NA,95.3,17.4,NA,NA,NA,NA,7.845,NA,NA,NA,NA,NA,NA,"B0475CBD-1970-4942-AE13-A0682226E22E",153,199,4,300,312,0,147,45,432,81,59,1677,21,504
"54",831,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2021-10-07",51,FALSE,1,9134,"THAMES (W AREA)","SU0181494776",803068,1,"",2019-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",797592,"2020-01-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,82,5.47,15,79.9,5.33,8,22,2.75,5,3,5,13.75,15,84,5.6,6.37,8.09,78.74,2.76,3.97,69.52,14,105,7.5,14,107,7.64,16,28,57.14,16,26,61.54,15,82.1,5.47,"No",2019,10,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",0.01,89.2,13,0.009,0.00068,7,6.99,8.06,9.38,0.03,NA,NA,3.23,1.9,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",15,192,0,6,33,0,6,0,13,10,21,276,7,39
"55",848,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2021-04-28",52,FALSE,1,9350,"THAME","SP7966615281",801677,1,"",2019-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",797578,"2019-11-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,68,4.25,17,68.4,4.02,10,12,1.2,1,3,3,3.6,12,49,4.08,0.5,5.04,9.92,0.5,4.88,10.25,15,90,6,15,90,6,1,25,4,2,27,7.41,17,69.2,4.07,"No",2019,9,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",0.384,85.6,14.3,0.03235,0.002055,1.01,0.9755,7.96,8.65,0.092,NA,NA,19.1,4.25,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",4,210,0,25,3,1,0,0,22,21,19,288,1,3
"56",907,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36031,1,"SU",71580,64750,"SU7158064750","GB106039017330",46,0.8,26.711,4,9.3,73.33,3,33,33,30,226,NA,NA,NA,"1995-01-01","1990-11-27","2019-09-26",41,FALSE,1,10108,"LODDON","SU7158064750",802078,1,"",2019-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",796725,"2020-01-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,106,5.89,18,105,5.83,12,18,1.5,5,5,5,7.5,15,78,5.2,8.37,11.68,71.66,5.26,8.64,60.88,16,120,7.5,18,140,7.78,22,36,61.11,17,28,60.71,18,107.1,5.95,"No",2019,9,"7425322F-91D8-4631-A13B-7792CCDF9DA3","TH-PLDR0028",0.134666666666667,80.6,16,0.0271666666666667,0.00233666666666667,11.1,11.0933333333333,7.92666666666667,7.94,0.108333333333333,NA,NA,NA,NA,"7425322F-91D8-4631-A13B-7792CCDF9DA3",17,96,0,78,23,0,73,0,19,106,25,412,9,96
"57",909,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2020-10-14",60,FALSE,1,10165,"LODDON","SU6868155289",804676,1,"",2019-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",798550,"2020-02-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,96,5.65,18,102.5,5.69,12,27,2.25,5,3,5,11.25,13,76,5.85,10.76,14.32,75.14,7.02,10.9,64.4,15,116,7.73,20,158,7.9,26,43,60.47,21,35,60,18,100,5.56,"No",2019,9,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",0.068,98.2,16.25,0.01125,0.00085,20.9,20.9,7.905,9.62,0.0365,NA,NA,5.265,1.7,"07509599-DF51-4438-923C-ECD5C5BB82C9",6,751,1,59,13,8,128,0,55,885,27,1907,11,141
"58",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,1,11404,"CRANLEIGH WATERS","TQ0568836983",802875,1,"",2019-10-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",796727,"2020-01-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,105,5.25,21,110.7,5.27,15,25,1.67,5,5,5,8.33,20,96,4.8,7.13,11.67,61.1,4.76,8.9,53.48,19,133,7,20,147,7.35,16,40,40,17,35,48.57,21,108.6,5.17,"No",2019,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",NA,NA,NA,NA,NA,NA,NA,7.71333333333333,NA,NA,NA,NA,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",34,21,0,15,40,1,28,0,34,106,34,279,7,68
"59",1174,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2019-09-20",77,TRUE,1,13487,"EDEN (KENT)","TQ5206443767",801762,1,"",2019-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",794044,"2019-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,137,5.71,27,149.6,5.54,21,40,1.9,5,5,5,9.52,23,124,5.39,13.88,17.8,77.98,10.25,15.12,67.79,24,169,7.04,25,188,7.52,29,57,50.88,25,49,51.02,27,150.3,5.57,"No",2019,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",0.3595,80.75,18.9,0.0266,0.000785,3.975,3.95,7.785,7.46,0.0365,2.37,0.4445,NA,84.6,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",30,5,0,46,99,38,207,0,83,99,44,639,13,306
"60",1244,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BEWL",42398,2,"TQ",68653,34658,"TQ6865334658","GB106040018500",45,3.3,6.5,1,5,18.33,47,43,0,10,52.5,NA,NA,NA,"1995-01-01","1981-06-18","2020-10-15",44,FALSE,1,14245,"BEWL","TQ6865334658",803594,2,"",2019-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",797457,"2019-12-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,147,5.88,28,165.3,5.9,22,27,1.23,3,5,5,6.14,24,124,5.17,15.13,18.08,83.68,10.54,13.22,79.73,25,186,7.44,25,195,7.8,32,50,64,31,48,64.58,28,165.9,5.93,"No",2019,10,"6D9CE5FE-228C-4552-80B0-AB11895C5931","SO-E0000686",0.0105,97.5,15,0.00804,2e-04,2.35,2.34,7.82,9.81,0.0114,NA,NA,5.25,1.3,"6D9CE5FE-228C-4552-80B0-AB11895C5931",92,155,10,246,172,0,15,0,32,21,41,743,17,187
"61",1586,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",43596,2,"TQ",55000,32900,"TQ5500032900","GB106040018390",65,6.2,7.9,2,4.8,15,57,32,5,7,70.2,NA,NA,NA,"1995-01-01","1995-05-11","2019-09-20",16,FALSE,1,17555,"ERIDGE STREAM","TQ5500032900",802054,1,"",2019-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",793480,"2019-09-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,80,5.71,14,89.2,6.37,14,18,1.29,3,3,3,3.86,12,71,5.92,13,13.37,97.23,8.48,8.96,94.64,12,94,7.83,15,120,8,26,29,89.66,21,24,87.5,14,89.9,6.42,"No",2019,9,"6D36C2ED-A866-425F-B575-55322615C3CC","SO-E0000959",0.549,89.1,15.75,0.0324,0.000695,6.225,6.195,7.945,8.82,0.031,NA,NA,NA,NA,"6D36C2ED-A866-425F-B575-55322615C3CC",5,24,0,13,61,0,6,4,42,2,20,157,10,71
"62",1596,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",43626,2,"TQ",59400,42850,"TQ5940042850","GB106040018410",45,6.1,3.2,1,3.5,21.67,12,77,3,8,88.5,NA,NA,NA,"1995-01-01","1992-10-23","2019-10-09",33,FALSE,1,17650,"SOMERHILL STREAM","TQ5940042850",802636,1,"",2019-10-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",798016,"2020-02-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,35,3.5,10,39.1,3.91,6,7,1.17,1,1,1,1.17,9,39,4.33,6.5,8.96,72.54,3.25,5.18,62.74,8,56,7,10,75,7.5,11,27,40.74,10,24,41.67,10,36.4,3.64,"No",2019,10,"027B6F16-4594-4D06-B172-3316B9972785","SO-E0000770",1.04666666666667,93.6666666666667,18.2666666666667,0.0296666666666667,0.00092,27.1,27.1,7.71333333333333,8.83666666666667,0.0473333333333333,NA,NA,7.43333333333333,NA,"027B6F16-4594-4D06-B172-3316B9972785",17,170,60,0,0,0,100,0,50,37,16,435,1,100
"63",1738,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",44286,2,"TQ",71233,38453,"TQ7123338453","GB106040018260",30,1.8,24.8,4,5.3,40,43,43,5,8,53.5,NA,NA,NA,"1995-01-01","1981-06-18","2019-10-24",46,FALSE,1,19082,"TEISE","TQ7123338453",803548,1,"",2019-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",796518,"2019-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",35,213,6.09,39,237.2,6.08,35,50,1.43,5,10,10,14.29,31,166,5.35,23.4,31.24,74.9,16.04,22.86,70.17,36,259,7.19,43,323,7.51,54,105,51.43,42,76,55.26,39,235.1,6.03,"No",2019,10,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90","SO-E0000637",0.0454666666666667,90,15.3333333333333,0.0102666666666667,0.000403333333333333,2.00666666666667,1.99333333333333,7.96333333333333,9,0.0173,NA,NA,6.8,4.26666666666667,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90",46,41,20,892,872,3,80,1,87,6742,62,8786,27,953
"64",2431,"THAMES - SOUTH EAST","WEY (SOUTH)","RIVER: Natural/semi-natural flowing fresh watercourse","DEADWATER",75425,1,"SU",80580,35220,"SU8058035220","GB106039017690",70,1.2,4,2,3.1,27.6,38,21,36,5,66.9,NA,NA,NA,"2012-10-04","2000-06-19","2020-10-22",10,FALSE,1,26258,"DEADWATER","SU8058035220",801339,1,"",2019-09-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",797097,"2019-09-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,162,6.48,29,187,6.45,24,48,2,5,7,7,14,23,131,5.7,22.02,24.6,89.51,12.53,15.43,81.21,24,186,7.75,30,241,8.03,49,62,79.03,37,47,78.72,29,186.4,6.43,"No",2019,9,"AE9F499C-C1FC-4C70-8774-A74DDEA93960","TH-PWER0320",0.025,90.3,16.3,0.0068,0.00072,0.56,0.553,7.9,8.83,0.031,NA,NA,NA,NA,"AE9F499C-C1FC-4C70-8774-A74DDEA93960",15,4211,0,65,244,1,54,4,115,325,44,5034,20,302
"65",2791,"THAMES - NORTH EAST","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","SEVEN KINGS WATER",80996,1,"TQ",46600,89500,"TQ4660089500","GB106037028170",20,2,4.87,1,2,20,0,80,10,10,210,NA,NA,NA,"2012-10-04","2002-03-20","2020-11-23",22,FALSE,1,27295,"SEVEN KINGS WATER","TQ4660089500",804960,1,"",2019-11-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",798002,"2019-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,67,4.19,19,80.4,4.23,13,22,1.69,5,3,5,8.46,15,67,4.47,6,10.66,56.29,4.78,8.67,55.13,16,108,6.75,19,131,6.89,14,41,34.15,15,36,41.67,19,83.8,4.41,"No",2019,11,"A2BF51C4-C4A4-45B5-A0AD-A36E22B8FA13","TH-PRGR0131",0.381666666666667,69.3,18.0333333333333,0.0284666666666667,0.00076,1.48,1.45333333333333,7.6,6.54,0.0533333333333333,NA,NA,NA,NA,"A2BF51C4-C4A4-45B5-A0AD-A36E22B8FA13",20,108,7,1,177,0,94,0,33,52,27,492,4,271
"66",2867,"THAMES - NORTH EAST","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTHALL SEWER",81379,1,"TQ",53214,81406,"TQ5321481406","GB106037028090",1,1.4,6.7,1,4.5,50,0,5,5,90,268,NA,NA,NA,"2015-01-07","2002-03-20","2019-11-21",16,FALSE,1,27568,"SOUTHALL SEWER","TQ5321481406",804964,1,"",2019-11-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",798004,"2019-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,31,3.88,8,30,3.75,4,7,1.75,3,1,3,5.25,6,22,3.67,NA,1.84,0,NA,1.46,0,6,36,6,6,36,6,NA,12,0,1,11,9.09,8,27.8,3.48,"No",2019,11,"1608031E-5685-40A0-9709-420206CA5CB7","TH-PTNR0088",0.24,49,16,0.025,0.00048,1.6,1.58,7.51,4.82,0.052,NA,NA,NA,NA,"1608031E-5685-40A0-9709-420206CA5CB7",8,2,0,0,2,1,0,0,21,5,10,39,2,2
"67",3030,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023233",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2021-04-16",35,FALSE,1,28116,"ODNEY WEIR STREAM","SU9015085330",800816,1,"",2019-09-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",795278,"2019-11-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,173,5.41,35,171.5,4.9,33,83,2.52,12,7,12,30.18,31,142,4.58,12.13,22.3,54.39,8.73,16.55,52.75,31,201,6.48,41,271,6.61,31,99,31.31,21,69,30.43,35,177,5.06,"No",2019,9,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0431",0.226,91.6333333333333,17.5,0.0215,0.00105666666666667,6.68666666666667,6.66666666666667,8.09666666666667,8.75,0.0373333333333333,NA,NA,6.37333333333333,7.3,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",110,181,70,102,33,8,50,0,57,958,66,1703,14,83
"68",3584,"THAMES - WEST","AMPNEY BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","AMPNEY BROOK",96883,1,"SP",7324,1662,"SP0732401662","GB106039030300",94,2,1.5,2,6.4,42.8,2,49,26,23,202,NA,NA,NA,"2011-01-01","2003-05-06","2021-10-07",34,FALSE,1,30059,"AMPNEY BROOK","SP0732401662",802574,1,"",2019-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",797081,"2019-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,146,5.41,32,172.3,5.38,24,38,1.58,5,5,5,7.92,27,130,4.81,12.88,19.98,64.46,7.81,12.43,62.83,26,184,7.08,30,224,7.47,32,65,49.23,28,60,46.67,32,171.9,5.37,"No",2019,10,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A","TH-PUTR0175",0.01125,98.325,12.7,0.005675,0.0005825,6.5175,6.51,7.7225,10.4175,0.04425,NA,NA,NA,NA,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A",59,381,2,220,1797,0,11,1,91,221,45,2788,14,1809
"69",3721,"THAMES - NORTH EAST","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","INGREBOURNE",108702,1,"TQ",54896,85908,"TQ5489685908","GB106037028130",8,2,13.96,2,4,17,1,35,25,39,151,NA,NA,NA,"2012-10-04","2005-04-04","2020-10-06",21,FALSE,1,30482,"INGREBOURNE","TQ5489685908",804685,1,"",2019-11-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",796097,"2019-12-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,75,4.41,20,86.9,4.35,15,18,1.2,1,3,3,3.6,15,56,3.73,4.5,8.91,50.51,2.28,5.19,43.93,16,104,6.5,18,123,6.83,11,41,26.83,10,32,31.25,20,86.4,4.32,"No",2019,11,"318E091E-E578-46EA-BEB0-BB4D65ECA5F8","TH-PRGR0020",0.508,91.2,19.6,0.106,0.00538,18,17.9,8.03,8.34,0.147,NA,NA,4.52,2.2,"318E091E-E578-46EA-BEB0-BB4D65ECA5F8",45,70,0,0,15,0,0,0,30,144,30,304,6,15
"70",4785,"THAMES - NORTH EAST","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",152883,1,"TL",38439,14222,"TL3843914222","GB106038033290",33,3.4,26,1,3.8,8.7,18,73,7,2,273,NA,NA,NA,"2012-10-04","2009-05-29","2021-04-19",25,FALSE,1,32692,"ASH (LEE)","TL3843914222",802280,1,"",2019-10-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",798158,"2020-02-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,159,5.48,32,179.3,5.6,31,53,1.71,5,7,7,11.97,27,123,4.56,22.63,28.47,79.49,8.8,14.14,62.23,28,195,6.96,39,294,7.54,42,75,56,29,61,47.54,32,174.4,5.45,"No",2019,10,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0633",0.6175,95.175,15.55,0.029925,0.0005325,6.3875,6.3575,7.6575,9.43,0.04025,NA,NA,6.4,5.525,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",396,635,3,126,108,0,436,0,361,88,59,2183,25,544
