"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrogen, Total Oxidised as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"56",748,"THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35969,1,"SU",63472,76238,"SU6347276238","GB106039023300",43,1.7,30.01,3,6.9,52.67,2,26,17,55,221,NA,NA,NA,"1995-01-01","1989-03-17","2012-05-31",41,FALSE,1,8846,"PANG","SU6347276238",387365,1,"",2004-11-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",390202,"2005-03-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",37,222,6,42,246.7,5.87,56,123,2.2,12,10,12,26.36,31,164,5.29,22.78,35.38,64.39,11.52,17.87,64.47,37,260,7.03,63,454,7.21,49,112,43.75,37,73,50.68,42,245.2,5.84,"No",2004,11,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06","TH-PPSR0003",6.16666666666667,6.15333333333333,1.06666666666667,0.0152,0.00075,108.1,0.0533333333333333,16.5233333333333,10.5333333333333,0.03,8.00666666666667,3.63333333333333,NA,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06",99,125,1,390,662,3,188,1,59,187,74,1748,34,851
"57",766,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36006,1,"TQ",13000,65810,"TQ1300065810","GB106039017622",9,0.6,70.106,5,15,96.67,5,42,20,33,135,NA,NA,NA,"1995-01-01","1990-05-15","2019-10-09",36,FALSE,1,9047,"MOLE (THAMES)","TQ1300065810",387579,1,"",2004-11-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",383051,"2004-11-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,122,4.88,26,112.3,4.32,NA,NA,NA,NA,NA,NA,NA,19,81,4.26,0.5,0.5,100,2.5,8.12,30.79,24,152,6.33,NA,NA,NA,NA,3,0,10,42,23.81,26,115.6,4.45,"No",2004,11,"F91115E0-1F90-4274-A94A-C6CE69E92993","TH-PMLR0031",7.11,7.075,1.15,0.03825,0.000875,82.65,0.989,18.285,7.75,0.0365,7.84,NA,NA,"F91115E0-1F90-4274-A94A-C6CE69E92993",47,74,3,15,12,3,62,0,33,110,28,362,6,74
"58",771,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36014,1,"TQ",27120,42230,"TQ2712042230","GB106039017510",55,1.3,14.27,2,4.5,26.67,0,28,16,55,86.3,NA,NA,NA,"1995-01-01","1990-03-26","2014-11-13",31,FALSE,1,9153,"MOLE (THAMES)","TQ2712042230",387329,1,"",2004-11-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",382804,"2004-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,79,4.65,22,103.7,4.71,NA,NA,NA,NA,NA,NA,NA,15,65,4.33,0.5,0.5,100,4.02,7.66,52.48,17,111,6.53,NA,NA,NA,NA,3,0,13,37,35.14,22,102.7,4.67,"No",2004,11,"DD19564D-0DF3-4C84-A284-2C11DAEE8262","TH-PMLR0034",0.905,0.877,1.75,0.02655,0.00081,59.85,0.213,15.935,5.935,0.071,7.65,NA,NA,"DD19564D-0DF3-4C84-A284-2C11DAEE8262",43,171,0,35,50,2,86,0,45,365,23,807,4,136
"59",781,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36036,1,"SU",66750,53750,"SU6675053750","GB106039017080",68,2.6,5.654,1,7.7,70,13,40,28,18,256,NA,NA,NA,"1995-01-01","1990-03-21","2004-09-23",23,FALSE,1,9370,"LODDON","SU6675053750",385322,1,"",2004-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",380794,"2004-09-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,131,5.04,27,119.9,4.44,NA,NA,NA,NA,NA,NA,NA,14,57,4.07,NA,NA,NA,4.01,8.92,44.96,25,163,6.52,NA,NA,NA,NA,4,0,19,54,35.19,27,124.9,4.63,"No",2004,9,"552B8A47-FD9E-48A0-A852-628143EDFFB1","TH-PLDR0034",5.62333333333333,5.60333333333333,1.03333333333333,0.0169666666666667,0.000936666666666667,89.7333333333333,0.024,13.1566666666667,9.38,0.0936666666666667,7.63333333333333,3.53333333333333,NA,"552B8A47-FD9E-48A0-A852-628143EDFFB1",705,1050,141,22,31,0,48,0,600,56,29,2680,7,79
"60",786,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","LEIGH BROOK",36058,1,"TQ",22607,46637,"TQ2260746637","GB106039017550",51,2.1,9.066,1,2.3,26.67,10,60,22,8,111,NA,NA,NA,"1995-01-01","1989-09-08","2016-10-06",26,FALSE,1,9448,"LEIGH BROOK","TQ2260746637",385899,1,"",2004-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381266,"2004-09-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,91,5.06,18,88.3,4.91,NA,NA,NA,NA,NA,NA,NA,12,50,4.17,0.63,0.63,100,2.76,7.36,37.5,16,108,6.75,NA,NA,NA,NA,3,0,9,30,30,18,89.2,4.96,"No",2004,9,"991FDFE5-0F05-4D0D-91F7-D9F479D7B457","TH-PMLR0014",9.865,9.82,2.8,0.06855,0.003305,83.9,2.695,15.27,8.405,0.157,7.83,NA,NA,"991FDFE5-0F05-4D0D-91F7-D9F479D7B457",30,49,0,11,10,3,6,0,21,200,18,330,3,16
"61",797,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",36073,1,"SU",38922,74703,"SU3892274703","GB106039023220",100,2.7,9.8,1,10,46,10,68,15,7,213,NA,NA,NA,"1995-01-01","1993-08-02","2020-10-15",39,FALSE,1,9602,"LAMBOURN","SU3892274703",386309,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381635,"2004-11-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,136,5.04,30,150.9,5.03,33,52,1.58,5,5,5,7.88,21,99,4.71,16.88,22.63,74.59,8.81,13.26,66.44,26,189,7.27,34,254,7.47,35,70,50,32,62,51.61,30,150,5,"No",2004,9,"24B91D64-40B1-453A-BD70-E63E056E6648","TH-PKER0063",6.825,6.815,1.3,0.0109,0.00042,98.1,0.022,13.43,10.2,0.03,7.77,3.25,0.036,"24B91D64-40B1-453A-BD70-E63E056E6648",116,1854,23,74,1211,0,110,0,452,57,44,3931,12,1321
"62",802,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36082,1,"SU",49096,67252,"SU4909667252","GB106039017420",72,2,60.9,5,12,52.33,10,70,15,5,242,NA,NA,NA,"1995-01-01","1990-05-17","2013-09-13",34,FALSE,1,9692,"KENNET","SU4909667252",386169,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",387947,"2005-02-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,123,6.15,22,133.7,6.08,5,22,4.4,7,5,7,30.8,16,95,5.94,5.13,5.62,91.28,11,14.61,75.29,19,147,7.74,8,65,8.13,11,19,57.89,30,47,63.83,22,132.8,6.04,"No",2004,9,"4F541E5D-0999-4336-90AB-3F3EF53D71E4","TH-PKER0043",5.47,5.45,1.6,0.0217,0.00093,98.4,0.024,17.23,9.44,0.03,8.22,14,0.077,"4F541E5D-0999-4336-90AB-3F3EF53D71E4",150,371,34,112,153,0,71,8,20,386,28,1313,13,232
"63",805,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","HASELEY BROOK",36086,1,"SU",61323,99977,"SU6132399977","GB106039023780",54,1.1,14.4,1,2,16,2,60,20,18,246,NA,NA,NA,"1995-01-01","1990-05-03","2016-09-21",21,FALSE,1,9735,"HASELEY BROOK","SU6132399977",387983,1,"",2004-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",389099,"2005-01-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,134,5.83,27,160.5,5.94,NA,NA,NA,NA,NA,NA,NA,19,99,5.21,2,2.86,69.93,4.27,9.85,43.35,21,151,7.19,1,8,8,1,4,25,20,39,51.28,27,159.7,5.91,"No",2004,11,"22040F90-C756-4A9D-BC7A-4045C5DA5F73","TH-PTAR0013",4.66,4.64333333333333,1.66666666666667,0.0160333333333333,0.000836666666666667,89.6333333333333,1.22166666666667,15.2966666666667,8.98333333333333,0.031,8.1,NA,NA,"22040F90-C756-4A9D-BC7A-4045C5DA5F73",58,24,0,28,18,3,194,0,79,122,27,526,9,212
"64",814,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","HARDWICK BROOK",36105,1,"SP",80666,18765,"SP8066618765","GB106039030430",165,2.5,12.84,1,3.4,20,7,27,27,40,217,NA,NA,NA,"1995-01-01","1990-03-21","2013-11-04",19,FALSE,1,9822,"HARDWICK BROOK","SP8066618765",384438,1,"",2004-09-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",386035,"2005-01-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,55,4.23,15,62.3,4.15,NA,NA,NA,NA,NA,NA,NA,10,35,3.5,NA,NA,NA,0.5,5.09,9.82,12,74,6.17,NA,NA,NA,NA,3,0,4,27,14.81,15,64.8,4.32,"No",2004,9,"FD3B4036-8B05-4E90-900F-B73660D84CC3","TH-PTAR0047",1.53,1.49,1,0.0446,0.00294,88.2,0.935,15.76,8.73,0.124,7.93,NA,NA,"FD3B4036-8B05-4E90-900F-B73660D84CC3",37,32,0,7,3,0,3,0,78,194,18,366,2,6
"65",839,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","DERRY BROOK",36154,1,"SU",4776,92802,"SU0477692802","GB106039023620",84,1.1,7.49,1,4,30,2,3,7,88,184,NA,NA,NA,"1995-01-01","1990-03-14","2018-11-27",25,FALSE,1,10134,"DERRY BROOK","SU0477692802",391277,1,"",2004-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",387728,"2005-02-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,53,3.79,15,56.1,3.74,NA,NA,NA,NA,NA,NA,NA,9,33,3.67,NA,NA,NA,0.75,4.88,15.37,13,76,5.85,NA,NA,NA,NA,2,0,3,26,11.54,15,59.1,3.94,"No",2004,11,"A7F028FE-F51C-4813-B768-FE7E132BE6DF","TH-PUTR0043",0.436666666666667,0.307333333333333,9.46666666666667,0.129333333333333,0.0582233333333333,105,0.271666666666667,16.6333333333333,10.2,1.84133333333333,8.21,NA,NA,"A7F028FE-F51C-4813-B768-FE7E132BE6DF",13,56,0,6,5,0,0,0,514,67,18,685,1,5
"66",845,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THE CUT",36170,1,"SU",89580,79350,"SU8958079350","GB106039023510",22,0.9,20.262,3,6.1,50,23,43,15,18,194,NA,NA,NA,"1995-01-01","1990-03-12","2010-10-07",26,FALSE,1,10212,"THE CUT","SU8958079350",386403,1,"",2004-11-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381743,"2004-11-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,61,4.36,17,70.2,4.13,NA,NA,NA,NA,NA,NA,NA,12,51,4.25,NA,NA,NA,1.02,4.18,24.4,13,80,6.15,NA,NA,NA,NA,4,0,6,26,23.08,17,71.3,4.19,"No",2004,11,"CD9ABAE1-8227-44DE-A8AF-1085A76C672C","TH-PTHR0126",20.7333333333333,20.6333333333333,2.33333333333333,0.0937666666666667,0.00103,88.6666666666667,1.323,17.62,8.47,0.0666666666666667,7.68333333333333,NA,NA,"CD9ABAE1-8227-44DE-A8AF-1085A76C672C",303,61,0,0,24,2,0,0,50,161,18,606,2,24
"67",853,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36179,1,"TQ",3950,39120,"TQ0395039120","GB106039017810",45,1.2,15.336,1,2.2,20,0,0,0,100,84.6,NA,NA,NA,"1995-01-01","1989-09-08","2005-10-18",22,FALSE,1,10487,"CRANLEIGH WATERS","TQ0395039120",385902,1,"",2004-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381269,"2004-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,48,3.43,15,45.3,3.02,NA,NA,NA,NA,NA,NA,NA,10,33,3.3,0.63,0.63,100,0.5,5.4,9.26,13,67,5.15,NA,NA,NA,NA,4,0,2,37,5.41,15,50.9,3.39,"No",2004,9,"351A1293-50FD-4E4F-943A-538BFAC785EB","TH-PWER0004",2.31,2.26,2.6,0.0527,0.00084,70.1,0.152,13.97,7.21,0.091,7.57,NA,NA,"351A1293-50FD-4E4F-943A-538BFAC785EB",420,3,199,0,0,0,0,0,358,1550,17,2538,0,0
"68",856,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2023-03-17",118,FALSE,1,10552,"CRANLEIGH WATERS","TQ0568836983",387349,1,"",2004-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",382812,"2004-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,90,4.74,21,98.7,4.7,NA,NA,NA,NA,NA,NA,NA,16,59,3.69,2.63,3,87.67,4.26,7.44,57.26,18,120,6.67,NA,NA,NA,NA,3,0,17,41,41.46,21,101.2,4.82,"No",2004,11,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.97,0.94,1.3,0.0298,0.00049,70.3,0.102,14.73,7.11,0.072,7.41,4.7,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",102,200,1,28,23,0,4,0,59,574,24,997,4,27
"69",861,"THAMES - WEST","THAMES","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","COLN",36205,1,"SP",12141,6210,"SP1214106210","GB106039029992",100,2,34.07,4,13.5,44.33,21,55,20,4,207,NA,NA,NA,"1995-01-01","1990-03-28","2020-10-14",37,FALSE,1,10742,"COLN","SP1214106210",386902,1,"",2004-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",385332,"2004-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",39,224,5.74,45,244.4,5.43,1,3,3,3,10,10,30,31,148,4.77,0.5,0.99,50.51,14.28,24.31,58.74,39,260,6.67,1,6,6,NA,5,0,45,103,43.69,45,250.2,5.56,"No",2004,11,"70B8008B-52BC-4949-985D-166CD92F5A14","TH-PUTR0037",6.87,6.835,1.05,0.0362,0.000765,99.15,0.0205,14.98,10,0.056,7.83,4.75,NA,"70B8008B-52BC-4949-985D-166CD92F5A14",539,1859,55,373,1758,0,234,1,1343,907,48,7229,18,1993
"70",865,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","COLE",36214,1,"SU",23267,93541,"SU2326793541","GB106039023730",78,0.9,21.1,3,6.2,53.33,7,22,30,41,227,NA,NA,NA,"1995-01-01","1989-09-22","2022-11-30",34,FALSE,1,10783,"COLE","SU2326793541",386873,1,"",2004-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",385335,"2004-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",35,196,5.6,40,209,5.23,NA,NA,NA,NA,NA,NA,NA,27,127,4.7,1,1,100,8.26,17.02,48.53,36,240,6.67,NA,NA,NA,NA,4,0,28,73,38.36,40,212.1,5.3,"No",2004,11,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3","TH-PUTR0025",3.76,3.72,1.5,0.0387,0.00102,106.9,0.55,18.62,9.97,0.03,8.11,4.2,NA,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3",145,82,0,191,279,25,72,0,292,377,42,1469,13,351
"71",867,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36221,1,"SU",7557,96305,"SU0755796305","GB106039029750",83,2,33.06,2,4.3,28.33,2,33,20,45,178,NA,NA,NA,"1995-01-01","1989-10-17","2014-09-16",36,FALSE,1,10803,"CHURN","SU0755796305",389414,1,"",2004-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",386032,"2005-01-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,130,5.42,27,137.1,5.08,NA,NA,NA,NA,NA,NA,NA,21,94,4.48,2.13,2.5,85.2,5.76,10.85,53.09,24,167,6.96,NA,NA,NA,NA,4,0,23,51,45.1,27,136.4,5.05,"No",2004,11,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0013",5.65,5.63,1.3,0.016,0.000755,105.95,0.02,14.345,10.8,0.03,8.31,3.15,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",196,265,2,137,252,1,53,0,390,270,31,1579,9,305
"72",868,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2020-10-20",48,FALSE,1,10816,"CHURN","SP0190807912",384733,1,"",2004-10-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",386933,"2005-01-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,169,6.04,30,189.4,6.31,1,7,7,7,7,7,49,23,124,5.39,2.5,2.87,87.11,16.53,21.4,77.24,27,211,7.81,1,8,8,1,4,25,41,67,61.19,30,184.6,6.15,"No",2004,10,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",7.565,7.555,1.6,0.012,0.000745,106.4,0.02,14.17,10.9,0.03,8.36,10.65,0.0305,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",80,1424,5,139,362,0,279,0,81,585,33,2956,14,641
"73",891,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CERNEY WICK BROOK",36284,1,"SU",5711,95326,"SU0571195326","GB106039023800",83,1.7,3.67,1,2.8,23.33,3,47,30,20,272,NA,NA,NA,"1995-01-01","1990-03-14","2016-10-07",23,FALSE,1,11110,"CERNEY WICK BROOK","SU0571195326",390988,1,"",2004-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",387352,"2005-01-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,68,4.25,17,72.3,4.25,NA,NA,NA,NA,NA,NA,NA,10,44,4.4,0.5,0.5,100,4.25,7.43,57.2,14,93,6.64,NA,NA,NA,NA,4,0,13,33,39.39,17,72.8,4.28,"No",2004,10,"3A29892F-88D6-4419-BF18-66C9508E0A45","TH-PUTR0009",3.985,3.655,2.6,0.333,0.0486,81.2,3.52,16.655,7.89,2.52,7.81,NA,NA,"3A29892F-88D6-4419-BF18-66C9508E0A45",410,174,26,116,5,0,107,0,12,58,18,918,3,112
"74",910,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",41976,2,"TQ",38730,42890,"TQ3873042890","GB106040018660",55,2.7,9.8,1,2.2,33.33,13,23,0,63,82.3,NA,NA,NA,"1995-01-01","1995-04-13","2011-09-14",19,FALSE,1,11268,"FELBRIDGE WATER","TQ3873042890",383715,1,"",2004-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",379072,"2004-09-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,58,5.27,12,59.9,4.99,NA,NA,NA,NA,NA,NA,NA,8,36,4.5,NA,NA,NA,1.76,2.72,64.71,9,61,6.78,NA,NA,NA,NA,3,0,8,15,53.33,12,61.6,5.13,"No",2004,9,"7D0BB8BF-7A42-4ADC-8D81-66A771366DDE","SO-E0000859",0.703333333333333,0.681333333333333,2.3,0.0214,0.00106333333333333,86.2,0.153333333333333,17.6666666666667,8.23,0.0703333333333333,7.62,NA,NA,"7D0BB8BF-7A42-4ADC-8D81-66A771366DDE",11,0,0,3,31,0,0,0,51,7,14,105,4,31
"75",927,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE",42106,2,"TQ",61727,52052,"TQ6172752052","GB106040018210",40,4.5,12.3,2,3.2,20,2,66,10,22,263.1,NA,NA,NA,"1995-01-01","1995-04-21","2014-09-05",28,FALSE,1,11482,"BOURNE","TQ6172752052",385748,1,"",2004-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381111,"2004-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,105,5.25,23,119.4,5.19,NA,NA,NA,NA,NA,NA,NA,12,55,4.58,1.13,1.62,69.75,6.02,9.94,60.56,19,138,7.26,NA,NA,NA,NA,4,0,17,39,43.59,23,118.8,5.17,"No",2004,10,"8DC2F038-E8EC-4BFB-9543-0CC787E3684C","SO-E0000753",6.18333333333333,6.17333333333333,1,0.0109,0.000766666666666667,100.3,0.0343333333333333,14.7133333333333,NA,0.0376666666666667,7.92333333333333,5.36666666666667,NA,"8DC2F038-E8EC-4BFB-9543-0CC787E3684C",462,0,30,18,24,1,87,0,192,5,25,962,7,111
