"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrate as N_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","Oxygen, Dissolved, % Saturation_%","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","Phosphorus, Total as P_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"50",670,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720","GB106039030440",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,NA,NA,NA,"1995-01-01","1989-10-10","2021-11-04",43,FALSE,1,7861,"WINDRUSH","SP4019601720",701558,1,"",2014-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698832,"2014-09-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,132,6.29,21,140.6,6.7,20,35,1.75,5,5,5,8.75,18,105,5.83,18.38,21.94,83.77,12.74,16.86,75.56,21,169,8.05,26,214,8.23,42,58,72.41,34,48,70.83,21,136.7,6.51,"No",2014,9,"247961AD-5079-468A-AA05-C27851449E22","TH-PWRR0021",6.28,0.0148,0.00107,8.03,0.086,19.2,0.03,87.1,8.32,6.29,NA,10.9,NA,"247961AD-5079-468A-AA05-C27851449E22",21,750,0,32,66,2,141,2,81,628,30,1735,10,209
"51",673,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35803,1,"TQ",6995,61334,"TQ0699561334","GB106039017630",13,0.6,75.12,4,15,70,6,36,52,7,114,NA,NA,NA,"1995-01-01","1990-05-15","2022-03-23",25,FALSE,1,7941,"WEY","TQ0699561334",700724,1,"",2014-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698849,"2014-09-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,155,6.2,26,161,6.19,30,60,2,5,7,7,14,20,118,5.9,22.01,28.13,78.24,14.24,19.34,73.63,24,184,7.67,36,278,7.72,44,77,57.14,34,56,60.71,26,156.5,6.02,"No",2014,9,"C899B921-9DF1-4C25-AB4A-3178E08B8D03","TH-PWER0038",5.53,0.101,0.00297,7.98,0.172,15.9,0.152,80.9,7.84,5.63,NA,NA,NA,"C899B921-9DF1-4C25-AB4A-3178E08B8D03",13,125,0,128,169,12,133,2,36,73,41,758,14,304
"52",686,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35830,1,"SU",86010,46630,"SU8601046630","GB106039017830",59,1.7,21.286,4,11.8,66.67,8,45,33,13,229,NA,NA,NA,"1995-01-01","1990-03-19","2014-09-19",30,FALSE,1,8067,"WEY (NORTH)","SU8601046630",700912,1,"",2014-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",693221,"2014-09-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,94,5.53,18,106.5,5.92,20,33,1.65,3,3,3,4.95,16,91,5.69,16.76,19.21,87.25,8.51,10.94,77.79,16,128,8,25,197,7.88,36,54,66.67,25,35,71.43,18,104.9,5.83,"No",2014,9,"8006FD13-F5CF-42CE-AA2A-A5ED9025AA66","TH-PWER0024",4.54,0.0534,0.0219,8.88,0.377,18.4,0.652,94.9,8.14,4.59,NA,9.53,1,"8006FD13-F5CF-42CE-AA2A-A5ED9025AA66",40,160,0,118,86,0,135,4,218,22,30,784,10,225
"53",701,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2022-09-21",53,FALSE,1,8281,"THAMES (W AREA)","SU0181494776",700336,2,"",2014-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",725039,"2014-12-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,157,5.81,29,159.9,5.51,20,29,1.45,5,7,7,10.15,21,114,5.43,9.88,15.01,65.82,8.77,14.86,59.02,26,183,7.04,30,217,7.23,29,65,44.62,27,56,48.21,29,161.9,5.58,"No",2014,9,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",5.32666666666667,0.01,0.000646666666666667,9.07666666666667,0.02,12.5666666666667,0.03,85.5666666666667,8.09,5.33666666666667,NA,3,1,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",33,720,8,331,49,0,70,2,167,142,48,1570,13,121
"54",707,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35889,1,"SU",89760,85601,"SU8976085601","GB106039023233",25,0.3,185.93,9,51.4,99,1,59,33,7,210,NA,NA,NA,"2012-10-04","1994-06-02","2014-09-19",23,FALSE,1,8380,"THAMES (SE AREA)","SU8976085601",700933,1,"",2014-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690275,"2014-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,120,5.45,24,122.4,5.1,21,30,1.43,5,5,5,7.14,21,99,4.71,3,13.67,21.95,3.24,11.52,28.13,21,136,6.48,23,154,6.7,7,62,11.29,9,44,20.45,24,123.8,5.16,"No",2014,9,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",6.11,0.0449,0.00299,6.5,0.208,21.1,0.112,73.2,7.81,6.15,NA,5.7,1,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",203,151,0,4,47,2,112,0,53,458,41,1044,9,159
"55",713,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35900,1,"TQ",17440,67824,"TQ1744067824","GB106039023232",8,0.1,236.517,9,58,300,45,45,10,0,193,NA,NA,NA,"1995-01-01","1989-10-23","2014-09-30",37,FALSE,1,8437,"THAMES (SE AREA)","TQ1744067824",702173,1,"",2014-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",687543,"2014-09-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,64,5.33,15,72.5,4.83,14,31,2.21,10,3,10,22.14,9,42,4.67,1.5,6.51,23.04,0.51,5.12,9.96,13,88,6.77,17,118,6.94,4,32,12.5,3,24,12.5,15,73,4.87,"No",2014,9,"5CC4740A-0E51-4965-9E60-7076B2D73176","TH-PTHR0076",5.89,0.0558,0.00324,9.25,0.17,15.9,0.132,93.8,7.94,5.95,NA,7.4,1.62,"5CC4740A-0E51-4965-9E60-7076B2D73176",91,266,0,0,2,1,12,0,23,82,25,480,4,14
"56",715,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35907,1,"SU",94560,77670,"SU9456077670","GB106039023231",20,0.3,194.9,9,50,250,5,45,25,25,210,NA,NA,NA,"1995-01-01","1990-03-12","2019-05-07",48,FALSE,1,8479,"THAMES (SE AREA)","SU9456077670",701543,1,"",2014-09-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",688822,"2014-11-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,75,5.36,16,82.8,5.18,11,17,1.55,3,3,3,4.64,10,42,4.2,1,6.86,14.58,1,5.61,17.83,13,88,6.77,15,105,7,2,30,6.67,3,25,12,16,85.3,5.33,"No",2014,9,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7","TH-PTHR0079",6.01,0.0433,NA,8.13,0.173,18.6,0.049,87.2,NA,6.05,NA,3.18,1.06,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7",30,96,0,6,5,0,53,0,4,69,22,263,7,58
"57",718,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2022-10-07",55,FALSE,1,8506,"THAME","SP7966615281",702051,1,"",2014-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",687118,"2014-11-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,112,5.09,25,120.8,4.83,18,33,1.83,5,5,5,9.17,21,95,4.52,5,10.25,48.78,2.25,7.11,31.65,21,134,6.38,24,162,6.75,13,47,27.66,11,36,30.56,25,123.5,4.94,"No",2014,9,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",1.18,0.0087,0.00046,5.61,0.332,16.6,0.03,57.7,7.71,1.19,NA,NA,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",41,116,0,72,45,5,23,0,298,43,39,653,9,68
"58",724,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35929,1,"SU",57975,93828,"SU5797593828","GB106039030240",49,0.3,75.89,6,17,45,2,69,22,8,240,NA,NA,NA,"1995-01-01","1990-03-14","2014-09-09",25,FALSE,1,8582,"THAME","SU5797593828",699463,1,"",2014-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",692483,"2015-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,157,6.28,27,163.4,6.05,26,71,2.73,10,7,10,27.31,22,114,5.18,12.25,19.22,63.74,10.23,15.81,64.71,25,186,7.44,30,224,7.47,31,65,47.69,28,49,57.14,27,161.2,5.97,"No",2014,9,"05BDF1FE-81BE-4BBE-88B4-BD22A8DB7044","TH-PTAR0022",6.6,0.0139,0.0011,6.51,0.546,19.6,0.03,71.3,8.02,6.61,0.61,10.2,1,"05BDF1FE-81BE-4BBE-88B4-BD22A8DB7044",5,104,0,10,17,60,213,5,47,140,42,616,17,235
"59",728,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SILCHESTER BROOK",35935,1,"SU",62179,61383,"SU6217961383","GB106039017190",75,5.3,4.59,1,1.6,14.67,9,69,14,8,142,NA,NA,NA,"1995-01-01","1992-11-30","2014-09-15",21,FALSE,1,8614,"SILCHESTER BROOK","SU6217961383",700078,1,"",2014-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698851,"2014-09-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,105,5.53,21,116.5,5.55,16,27,1.69,5,5,5,8.44,14,72,5.14,7.76,11.06,70.16,5.28,8.67,60.9,18,123,6.83,18,128,7.11,16,40,40,16,35,45.71,21,115.4,5.5,"No",2014,9,"3C7E8308-215D-4495-B8DA-D054FF022A02","TH-PKER0081",0.893,0.0274,0.00082,6.33,0.064,17.8,0.042,66.8,7.78,0.92,NA,NA,NA,"3C7E8308-215D-4495-B8DA-D054FF022A02",91,21,0,149,6,1,20,1,15,78,26,384,6,27
"60",729,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SILCHESTER BROOK",35936,1,"SU",62204,61257,"SU6220461257","GB106039017190",69,4,5.22,1,2.8,26.67,2,77,17,4,144,NA,NA,NA,"1995-01-01","1990-03-06","2014-09-15",28,FALSE,1,8626,"SILCHESTER BROOK","SU6220461257",700182,1,"",2014-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698852,"2014-09-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,23,2.88,9,24.3,2.7,8,10,1.25,1,1,1,1.25,5,19,3.8,NA,4.66,0,NA,3.61,0,6,28,4.67,10,56,5.6,NA,33,0,NA,21,0,9,27.8,3.09,"No",2014,9,"3C7E8308-215D-4495-B8DA-D054FF022A02","TH-PKER0081",0.893,0.0274,0.00082,6.33,0.064,17.8,0.042,66.8,7.78,0.92,NA,NA,NA,"3C7E8308-215D-4495-B8DA-D054FF022A02",616,550,300,0,0,0,0,0,42,366,14,1874,0,0
"61",739,"THAMES - WEST","THAMES","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35956,1,"SU",12205,87250,"SU1220587250","GB106039023330",87,1.4,11.14,3,5.7,33.33,22,15,12,52,231,NA,NA,NA,"1995-01-01","1990-03-19","2014-10-28",35,FALSE,1,8752,"RAY (WILTS)","SU1220587250",704501,1,"",2014-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",697806,"2015-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,92,4.84,21,94.2,4.49,12,14,1.17,1,3,3,3.5,14,60,4.29,6.13,11.89,51.56,4.5,10.07,44.69,18,115,6.39,19,126,6.63,11,42,26.19,12,40,30,21,96.4,4.59,"No",2014,10,"BF50450E-D55A-40A6-B42D-A3E077300EC6","TH-PUTR0069",8.455,0.0335,0.00076,7.55,0.163,17.8,0.065,79.75,7.56,8.485,NA,10.915,1.35,"BF50450E-D55A-40A6-B42D-A3E077300EC6",26,202,1,57,204,17,24,0,33,370,29,934,8,228
"62",742,"THAMES - WEST","THAMES","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35959,1,"SU",11097,89639,"SU1109789639","GB106039023330",0,1.2,15.49,3,7,20,5,35,40,20,224,NA,NA,NA,"2013-02-01","1990-06-13","2014-09-30",3,FALSE,1,8775,"RAY (WILTS)","SU1109789639",702162,1,"",2014-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",689607,"2014-12-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,91,5.06,20,101.1,5.06,12,25,2.08,5,3,5,10.42,17,81,4.76,9.63,13.56,71.02,7.26,11.12,65.29,17,117,6.88,20,146,7.3,25,53,47.17,19,39,48.72,20,99.4,4.97,"No",2014,9,"4B8709FB-4FA0-4A42-A019-8E7BC67BB06D","TH-PUTR0072",7.15,0.0616,0.00102,9.7,0.152,18.6,0.03,104,8.17,7.21,NA,NA,NA,"4B8709FB-4FA0-4A42-A019-8E7BC67BB06D",50,67,12,400,190,1,63,0,121,391,33,1299,10,253
"63",746,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","OG",35965,1,"SU",19475,69594,"SU1947569594","GB106039023180",125,2,10.26,1,7.3,25,13,58,20,8,242,NA,NA,NA,"1995-01-01","1989-03-23","2019-10-17",46,FALSE,1,8806,"OG","SU1947569594",701609,1,"",2014-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698834,"2014-09-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,119,5.41,25,141.1,5.64,23,41,1.78,5,5,5,8.91,16,88,5.5,16.38,20.17,81.21,11.03,14.67,75.19,22,167,7.59,26,206,7.92,37,57,64.91,33,55,60,25,139.1,5.56,"No",2014,9,"AD660973-0F34-4ECD-953B-9E6FA637620F","TH-PKER0074",7.76,0.0087,0.00036,8.64,0.02,12.4,0.03,81.1,7.74,7.77,NA,NA,NA,"AD660973-0F34-4ECD-953B-9E6FA637620F",117,405,8,163,104,0,43,20,246,42,33,1154,10,167
"64",770,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36013,1,"TQ",26070,39750,"TQ2607039750","GB106039017480",59,1.3,10.374,1,3,33.67,0,7,7,87,88.8,NA,NA,NA,"1995-01-01","1995-03-28","2014-09-08",25,FALSE,1,9143,"MOLE (THAMES)","TQ2607039750",699511,1,"",2014-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",693959,"2015-01-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",6,21,3.5,6,25.5,4.25,2,4,2,3,1,3,6,5,20,4,0.5,1.36,36.76,0.5,1.22,40.98,4,26,6.5,4,24,6,1,9,11.11,2,9,22.22,6,25.2,4.2,"No",2014,9,"EF866A6C-B11A-49AA-AC1F-DDE3B3A6E711","TH-PMLR0016",1.43,0.0169,0.00026,7.36,0.115,14.7,0.038,72.7,7.575,1.45,NA,106,NA,"EF866A6C-B11A-49AA-AC1F-DDE3B3A6E711",56,4,0,1,2,0,0,0,59,5,9,127,1,2
"65",779,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2022-09-06",66,FALSE,1,9331,"LODDON","SU6868155289",701847,1,"",2014-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",687191,"2014-11-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,116,5.8,22,125,5.68,16,25,1.56,5,5,5,7.81,19,95,5,17.26,20.7,83.38,10.51,13.89,75.67,19,146,7.68,25,201,8.04,36,56,64.29,29,46,63.04,22,125.3,5.7,"No",2014,9,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",11.35,0.0104,0.00045,8.15,0.4165,15.3,0.0315,81.55,7.71,11.35,NA,3.83,1,"07509599-DF51-4438-923C-ECD5C5BB82C9",50,2002,12,300,49,0,228,0,849,581,35,4073,13,277
"66",785,"THAMES - WEST","THAMES","LEACH","RIVER: Natural/semi-natural flowing fresh watercourse","LEACH",36055,1,"SU",22550,99080,"SU2255099080","GB106039030040",72,1.9,30.34,2,4.8,11.67,10,67,17,6,219,NA,NA,NA,"1995-01-01","1990-03-28","2014-09-19",24,FALSE,1,9443,"LEACH","SU2255099080",700910,1,"",2014-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",693209,"2014-09-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,148,6.17,24,155.1,6.46,23,37,1.61,5,5,5,8.04,20,111,5.55,24.39,27.34,89.21,12,15.13,79.31,23,176,7.65,32,260,8.13,50,69,72.46,36,50,72,24,150.3,6.26,"No",2014,9,"54F42CF1-F4EA-406E-96A0-F0471FAD840A","TH-PUTR0061",7.02,0.0279,0.00131,10.3,0.095,12.9,0.058,98,8.28,7.05,NA,NA,NA,"54F42CF1-F4EA-406E-96A0-F0471FAD840A",75,1007,3,219,65,0,267,25,129,193,37,1984,17,357
"67",797,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",36073,1,"SU",38922,74703,"SU3892274703","GB106039023220",100,2.7,9.8,1,10,46,10,68,15,7,213,NA,NA,NA,"1995-01-01","1993-08-02","2020-10-15",39,FALSE,1,9622,"LAMBOURN","SU3892274703",701051,1,"",2014-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698846,"2014-09-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,107,4.65,25,123.1,4.92,23,46,2,7,5,7,14,19,95,5,11.76,16.17,72.73,6.03,9.22,65.4,22,159,7.23,26,196,7.54,30,55,54.55,24,46,52.17,25,122.5,4.9,"No",2014,9,"24B91D64-40B1-453A-BD70-E63E056E6648","TH-PKER0063",7.85333333333333,0.0172,0.00032,8.52666666666667,0.0323333333333333,14.1666666666667,0.03,83.1333333333333,7.62333333333333,7.87,NA,NA,NA,"24B91D64-40B1-453A-BD70-E63E056E6648",96,801,19,5,96,0,74,0,38,11,34,1146,10,170
"68",815,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","HART",36106,1,"SU",77912,56187,"SU7791256187","GB106039017090",58,1.1,7.24,1,5.9,60,5,45,20,30,146,NA,NA,NA,"1995-01-01","1990-03-12","2017-10-09",26,FALSE,1,9834,"HART","SU7791256187",700073,1,"",2014-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",685383,"2014-10-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,100,5.26,21,106.8,5.09,17,33,1.94,5,3,5,9.71,18,76,4.22,2.13,9.73,21.89,2.26,8.84,25.57,17,112,6.59,20,132,6.6,6,43,13.95,9,36,25,21,108.5,5.17,"No",2014,9,"C3F54B22-B3E8-4411-A439-0BE36DFAF4A8","TH-PLDR0018",6.12,0.0272,0.00075,8.91333333333333,0.099,13.8666666666667,0.037,86.4,7.94,6.14666666666667,NA,NA,NA,"C3F54B22-B3E8-4411-A439-0BE36DFAF4A8",10,1,0,24,33,10,204,0,341,143,36,794,9,237
"69",825,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","FILCHAMPSTEAD BROOK",36121,1,"SP",44352,7369,"SP4435207369","GB106039030210",65,1.6,2.19,1,3.7,70,0,0,0,100,202,NA,NA,NA,"1995-01-01","1990-04-18","2014-10-03",20,FALSE,1,9974,"FILCHAMPSTEAD BROOK","SP4435207369",702569,1,"",2014-10-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",689139,"2014-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,47,4.27,11,41.8,3.8,8,17,2.13,5,1,5,10.63,8,26,3.25,NA,3.93,0,NA,2.67,0,9,53,5.89,11,66,6,NA,28,0,3,20,15,11,42.7,3.88,"No",2014,10,"B6B26F66-50E5-48E2-9BE3-8912EAD0EEBC","TH-PTHR0026",3.40666666666667,0.0225666666666667,0.000686666666666667,5.98333333333333,0.117,14.4666666666667,0.0473333333333333,58.5666666666667,7.76,3.43,NA,5.61333333333333,NA,"B6B26F66-50E5-48E2-9BE3-8912EAD0EEBC",10,111,0,0,9,0,0,0,84,45,19,259,4,9
