"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrate as N_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"50",779,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2022-09-06",66,FALSE,1,9316,"LODDON","SU6868155289",599656,1,"",2009-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",597806,"2010-03-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,84,4.94,17,90.3,5.31,12,12,1,1,3,3,3,13,73,5.62,13.14,16.57,79.3,7.02,12.11,57.97,15,117,7.8,16,125,7.81,23,44,52.27,22,41,53.66,17,86.5,5.09,"No",2009,10,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",0.30175,17.0475,0.068,7.725,14.775,0.03785,0.001105,97.325,14.775,9.3575,4.45,1,NA,"07509599-DF51-4438-923C-ECD5C5BB82C9",101,601,0,350,48,20,81,0,315,165,21,1683,6,129
"51",792,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","KEY",36066,1,"SU",10746,93378,"SU1074693378","GB106039023650",78,0.5,11.96,1,1.7,33,2,10,17,71,205,NA,NA,NA,"1995-01-01","1990-03-28","2015-09-02",26,FALSE,1,9502,"KEY","SU1074693378",601749,1,"",2009-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",591366,"2009-11-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,103,5.15,24,121.3,5.05,14,24,1.71,3,5,5,8.57,17,78,4.59,5.63,11.13,50.58,5.02,8.91,56.34,20,139,6.95,21,144,6.86,12,44,27.27,18,41,43.9,24,126.5,5.27,"No",2009,10,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9","TH-PUTR0057",1.87333333333333,15.8466666666667,0.03,8.01333333333333,9.06666666666667,0.0214666666666667,0.000806666666666667,97.7333333333333,9.07666666666667,9.64333333333333,NA,NA,NA,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9",13,35,0,155,11,6,18,0,323,53,32,616,9,29
"52",797,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",36073,1,"SU",38922,74703,"SU3892274703","GB106039023220",100,2.7,9.8,1,10,46,10,68,15,7,213,NA,NA,NA,"1995-01-01","1993-08-02","2020-10-15",39,FALSE,1,9612,"LAMBOURN","SU3892274703",599951,1,"",2009-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",595066,"2010-01-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,143,5.5,29,167.5,5.78,23,37,1.61,5,5,5,8.04,22,122,5.55,14.64,17.57,83.32,12.06,14.78,81.6,26,199,7.65,28,215,7.68,41,61,67.21,39,61,63.93,29,163.5,5.64,"No",2009,10,"24B91D64-40B1-453A-BD70-E63E056E6648","TH-PKER0063",0.026,14.42,0.03,7.79,7.195,0.00805,0.00047,107.85,7.205,11,6.4,NA,NA,"24B91D64-40B1-453A-BD70-E63E056E6648",60,1669,120,61,1059,0,326,0,48,6,46,3354,19,1385
"53",803,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36083,1,"SU",34208,68972,"SU3420868972","GB106039023173",94,0.7,46.37,5,22.3,66.67,2,63,21,13,252,NA,NA,NA,"1995-01-01","1995-10-26","2011-11-17",17,FALSE,1,9714,"KENNET","SU3420868972",619612,1,"",2009-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",610340,"2009-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,163,5.82,31,183.8,5.93,27,47,1.74,5,7,7,12.19,23,124,5.39,17.14,22.02,77.84,8.54,11.7,72.99,27,199,7.37,36,275,7.64,41,71,57.75,31,51,60.78,31,184.3,5.95,"No",2009,10,"344B40B2-CE19-4091-AF2D-2DEFFEDB9319","TH-PKER0045",0.049,14.3666666666667,0.03,8.05666666666667,5.45666666666667,0.0215,0.000736666666666667,111.366666666667,5.47666666666667,11.3666666666667,NA,NA,NA,"344B40B2-CE19-4091-AF2D-2DEFFEDB9319",31,1882,5,42,107,0,137,0,96,41,50,2348,22,244
"54",820,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","GATWICK STREAM",36114,1,"TQ",28670,40350,"TQ2867040350","GB106039017500",59,1.5,12.577,2,5.8,38.67,15,33,5,47,84.8,NA,NA,NA,"1995-01-01","1990-01-09","2016-10-11",27,FALSE,1,9909,"GATWICK STREAM","TQ2867040350",599823,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593603,"2010-01-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,63,4.5,17,67.7,3.98,NA,NA,NA,NA,NA,NA,NA,10,38,3.8,1,1,100,1,4.42,22.62,12,72,6,NA,NA,NA,NA,4,0,4,25,16,17,71.9,4.23,"No",2009,10,"CD986750-39B5-4BED-8746-639B04A1BF59","TH-PMLR0012",0.506,19.3,0.514,6.85,22.1,0.122,0.00135,91.9,22.2,8.45,NA,NA,NA,"CD986750-39B5-4BED-8746-639B04A1BF59",124,0,0,0,12,26,0,0,389,100,19,786,2,12
"55",822,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","GINGE BROOK",36117,1,"SU",49992,93961,"SU4999293961","GB106039023660",52,2.9,13.7,1,3.4,33.33,7,23,40,30,268,NA,NA,NA,"1995-01-01","1990-04-09","2015-11-05",27,FALSE,1,9940,"GINGE BROOK","SU4999293961",599943,1,"",2009-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",590627,"2009-11-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,141,5.22,32,171.9,5.37,29,50,1.72,5,5,5,8.62,24,125,5.21,15.25,24.8,61.49,8.28,13.87,59.7,25,172,6.88,38,268,7.05,36,88,40.91,27,59,45.76,32,172.4,5.39,"No",2009,10,"79BDC9C1-8C24-40BB-8BD1-8CA1F0082A28","TH-PTHR0029",0.982,16.905,0.0525,8.265,7.15,0.05795,0.001645,108.75,7.21,10.5,NA,NA,NA,"79BDC9C1-8C24-40BB-8BD1-8CA1F0082A28",132,102,0,1805,69,0,54,0,117,1617,53,3929,18,123
"56",842,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","EARLSWOOD BROOK",36160,1,"TQ",26149,47847,"TQ2614947847","GB106039017621",54,3.8,2,1,4,22,10,60,10,20,77,NA,NA,NA,"2021-01-01","1990-02-15","2021-09-15",7,FALSE,1,10189,"EARLSWOOD BROOK","TQ2614947847",601938,1,"",2009-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",591624,"2009-12-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,58,3.87,20,71.9,3.6,NA,NA,NA,NA,NA,NA,NA,13,44,3.38,1,1.37,72.99,2.02,6.42,31.46,15,87,5.8,NA,NA,NA,NA,4,0,6,40,15,20,77.6,3.88,"No",2009,11,"C624A455-E891-4D97-B1DD-2A892363DA35","TH-PMLR0010",1.05066666666667,19.3666666666667,0.415333333333333,7.12666666666667,34.4,0.334,0.00193,76.1,34.7333333333333,7.00333333333333,9.76666666666667,3.9,NA,"C624A455-E891-4D97-B1DD-2A892363DA35",204,1020,110,1,0,2,0,0,111,181,23,1629,0,0
"57",844,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THE CUT",36168,1,"SU",91232,78705,"SU9123278705","GB106039023510",23,0.9,22.34,1,10.3,101.67,1,9,10,80,226,NA,NA,NA,"1995-01-01","1990-03-12","2015-11-05",28,FALSE,1,10201,"THE CUT","SU9123278705",599889,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593606,"2010-01-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,86,4.53,22,97.3,4.42,NA,NA,NA,NA,NA,NA,NA,16,69,4.31,0.63,0.63,100,2,9.8,20.41,19,111,5.84,NA,NA,NA,NA,3,0,6,43,13.95,22,99.7,4.53,"No",2009,10,"00D47111-C8D5-4FE8-9ECE-2C1A00DCC1C0","TH-PTHR0124",0.7225,18.05,0.039,7.665,14.85,0.059,0.0006,75.45,14.9,7.11,6.35,1.3,0.565,"00D47111-C8D5-4FE8-9ECE-2C1A00DCC1C0",41,106,0,0,4,3,24,0,72,485,26,746,5,28
"58",845,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THE CUT",36170,1,"SU",89580,79350,"SU8958079350","GB106039023510",22,0.9,20.262,3,6.1,50,23,43,15,18,194,NA,NA,NA,"1995-01-01","1990-03-12","2010-10-07",26,FALSE,1,10214,"THE CUT","SU8958079350",599886,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593723,"2010-01-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,81,4.76,18,87.3,4.85,NA,NA,NA,NA,NA,NA,NA,14,67,4.79,0.63,0.63,100,2.5,6.6,37.88,15,97,6.47,NA,NA,NA,NA,4,0,8,29,27.59,18,87.4,4.86,"No",2009,10,"CD9ABAE1-8227-44DE-A8AF-1085A76C672C","TH-PTHR0126",0.7655,17.47,0.054,7.685,21.55,0.10275,0.000805,85.55,21.65,8.165,NA,NA,NA,"CD9ABAE1-8227-44DE-A8AF-1085A76C672C",351,36,0,6,105,5,3,0,68,126,18,701,4,108
"59",846,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THE CUT",36171,1,"SU",85346,71309,"SU8534671309","GB106039023510",44,1.6,8.9,2,8.3,14.67,8,47,20,25,151,NA,NA,NA,"1995-01-01","1990-03-12","2009-10-21",27,FALSE,1,10228,"THE CUT","SU8534671309",599875,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",595162,"2010-01-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,126,4.85,31,135.1,4.36,NA,NA,NA,NA,NA,NA,NA,22,102,4.64,0.63,1,63,6.52,15.57,41.88,26,157,6.04,NA,NA,NA,NA,4,0,18,71,25.35,31,145.5,4.69,"No",2009,10,"C902F011-3367-4CB3-89A3-F246385564BB","TH-PTHR0128",0.203,19.96,0.05,8.69,11.5,0.0689,0.00188,137.5,11.6,12.5,NA,NA,NA,"C902F011-3367-4CB3-89A3-F246385564BB",690,1150,300,119,408,0,64,0,53,2895,37,5680,8,472
"60",856,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2023-03-17",118,FALSE,1,10589,"CRANLEIGH WATERS","TQ0568836983",599928,1,"",2009-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",596983,"2010-02-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,100,5.88,21,118.1,5.62,NA,NA,NA,NA,NA,NA,NA,12,60,5,NA,0.37,0,5.53,10.15,54.48,16,116,7.25,NA,NA,NA,NA,4,0,17,35,48.57,21,121.3,5.78,"No",2009,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.089,16.64,0.035,8,0.586,0.004,0.00104,94.3,0.59,9.16,56.5,2.2,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",120,30,0,46,41,11,181,0,116,155,26,700,8,222
"61",868,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2020-10-20",48,FALSE,1,10822,"CHURN","SP0190807912",601941,1,"",2009-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",595626,"2010-02-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,173,5.58,32,189.1,5.91,28,54,1.93,5,7,7,13.5,23,134,5.83,21.01,25.89,81.15,11.03,16.17,68.21,31,232,7.48,38,301,7.92,51,81,62.96,38,63,60.32,32,185.3,5.79,"No",2009,11,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",0.02,13.825,0.031,8.215,6.045,0.01455,0.00081,97.85,6.06,10.235,10.05,NA,NA,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",79,791,5,108,274,1,133,0,93,456,49,1940,22,407
"62",899,"THAMES - SOUTH EAST","THAMES","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (N)",36295,1,"TQ",1440,67950,"TQ0144067950","GB106039017070",17,1.5,13.433,1,3,43.33,12,43,28,17,27.2,NA,NA,NA,"1995-01-01","1989-08-29","2015-11-16",31,FALSE,1,11200,"BOURNE (N)","TQ0144067950",600705,1,"",2009-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",594907,"2010-01-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,112,5.33,21,109.8,5.23,NA,NA,NA,NA,NA,NA,NA,14,65,4.64,NA,NA,NA,2.98,7.86,37.91,19,129,6.79,NA,NA,NA,NA,3,0,15,41,36.59,21,111.1,5.29,"No",2009,11,"3B1BAC3C-51C8-4E1C-9BD4-87B34C5DFC9E","TH-PBNR0003",0.0413333333333333,17.0766666666667,0.0796666666666667,7.36333333333333,0.342666666666667,0.00413333333333333,0.000563333333333333,88.5666666666667,0.346666666666667,8.52666666666667,NA,NA,NA,"3B1BAC3C-51C8-4E1C-9BD4-87B34C5DFC9E",42,110,0,51,87,1,40,10,100,31,24,474,7,137
"63",950,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SHOVELSTRODE STREAM",42175,2,"TQ",48020,37150,"TQ4802037150","GB106040018080",50,2,9.4,1,2.5,15,22,67,2,10,58.3,NA,NA,NA,"1995-01-01","1989-10-31","2016-10-17",37,FALSE,1,11790,"SHOVELSTRODE STREAM","TQ4802037150",599293,1,"",2009-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",590335,"2009-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,187,6.23,34,226.1,6.65,NA,NA,NA,NA,NA,NA,NA,27,142,5.26,1.5,2.36,63.56,16.99,19.68,86.33,28,212,7.57,NA,NA,NA,NA,3,0,39,63,61.9,34,217.8,6.41,"No",2009,10,"20F94409-D576-4383-8289-F050AA51293A","SO-E0000986",0.023,13.81,0.036,7.93,1.26,0.0117,0.00074,90.3,1.27,9.32,NA,NA,NA,"20F94409-D576-4383-8289-F050AA51293A",12,201,2,251,208,0,213,21,58,20,36,993,15,442
"64",962,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42245,2,"TQ",39860,49700,"TQ3986049700","GB106040018630",70,6.4,7.4,4,4.2,16.67,8,82,0,10,139.9,NA,NA,NA,"1995-01-01","1993-11-23","2014-09-01",23,FALSE,1,11971,"EDEN (KENT)","TQ3986049700",599729,1,"",2009-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",590687,"2009-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,47,3.92,14,45.1,3.22,NA,NA,NA,NA,NA,NA,NA,10,31,3.1,NA,NA,NA,0.5,3.67,13.62,11,65,5.91,NA,NA,NA,NA,4,0,2,27,7.41,14,54.7,3.91,"No",2009,10,"A547F29F-E3E4-434A-875D-10CC2D83D48B","SO-E0000818",3.49,16.27,0.053,7.55333333333333,14.9,0.047,0.000563333333333333,74.1,14.9,7.24666666666667,NA,NA,NA,"A547F29F-E3E4-434A-875D-10CC2D83D48B",235,124,8,2,0,7,0,0,202,70,21,649,0,0
"65",973,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","ULCOMBE STREAM",42353,2,"TQ",81500,45130,"TQ8150045130","GB106040018330",20,0.6,6.1,1,1.4,25,8,23,3,65,184.5,NA,NA,NA,"1995-01-01","1990-03-06","2016-10-05",29,FALSE,1,12058,"ULCOMBE STREAM","TQ8150045130",598718,1,"",2009-09-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593910,"2010-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,34,3.4,12,41.9,3.49,NA,NA,NA,NA,NA,NA,NA,7,29,4.14,NA,NA,NA,0.5,4.6,10.87,10,55,5.5,NA,NA,NA,NA,3,0,2,20,10,12,43.8,3.65,"No",2009,9,"72B65FD8-5CE8-4597-BA06-4965FDEB1A57","SO-E0000568",0.154,14.67,0.032,7.79,0.509,0.0109,0.00051,79.9,0.52,8.09,NA,1.5,NA,"72B65FD8-5CE8-4597-BA06-4965FDEB1A57",95,10,0,2,1,0,0,0,160,374,12,647,1,1
"66",974,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","BOUGH BEECH STREAM",42355,2,"TQ",49400,46760,"TQ4940046760","GB106040018160",40,2,5.4,1,1.2,10,20,60,0,20,104.1,NA,NA,NA,"1995-01-01","1990-04-03","2011-09-14",37,FALSE,1,12080,"BOUGH BEECH STREAM","TQ4940046760",599738,1,"",2009-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",589970,"2009-11-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,87,5.8,15,77.9,5.19,NA,NA,NA,NA,NA,NA,NA,10,53,5.3,NA,NA,NA,2.25,4.44,50.68,13,90,6.92,NA,NA,NA,NA,3,0,8,20,40,15,78.8,5.25,"No",2009,10,"91037788-784E-4222-9E3B-1135A4632F92","SO-E0000827",0.223,16.7,0.394,7.96,1.82,0.0291,0.0107,73.3,1.85,7.11,NA,1,NA,"91037788-784E-4222-9E3B-1135A4632F92",53,38,2,50,39,2,2,0,90,0,19,282,6,41
"67",987,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",42393,2,"TQ",36500,41200,"TQ3650041200","GB106040018660",60,2.1,6.6,1,5.3,40,8,30,0,62,82.2,NA,NA,NA,"1995-01-01","1989-11-06","2011-11-28",27,FALSE,1,12216,"FELBRIDGE WATER","TQ3650041200",597167,1,"",2009-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",588976,"2009-10-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,30,3.75,9,33.7,3.74,NA,NA,NA,NA,NA,NA,NA,3,13,4.33,NA,NA,NA,1.76,2.49,70.68,7,50,7.14,NA,NA,NA,NA,3,0,6,14,42.86,9,35.9,3.99,"No",2009,9,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B","SO-E0000862",1.76,18.75,0.343,7.33,0.807,0.0335,0.0026,58.9,0.84,5.48,NA,2.4,NA,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B",51,4,0,1,0,0,2,0,50,3,10,111,1,2
"68",988,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BEWL",42398,2,"TQ",68632,34297,"TQ6863234297","GB106040018500",45,3.3,6.5,1,5,18.33,47,43,0,10,52.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-05-12",45,FALSE,1,12238,"BEWL","TQ6863234297",598799,1,"",2009-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",594054,"2010-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,153,5.67,30,169.3,5.64,NA,NA,NA,NA,NA,NA,NA,23,119,5.17,1,1,100,9.48,13.63,69.55,27,195,7.22,NA,NA,NA,NA,3,0,27,52,51.92,30,170.6,5.69,"No",2009,9,"6D9CE5FE-228C-4552-80B0-AB11895C5931","SO-E0000686",0.02,18.05,0.03,7.87,0.483,0.0675,0.00073,90.8,0.55,8.56,NA,NA,NA,"6D9CE5FE-228C-4552-80B0-AB11895C5931",36,180,9,306,181,0,17,1,15,21,30,766,12,199
