"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","pH_phunits","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Oxygen, Dissolved as O2_mg/l","Ammonia un-ionised as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrite as N_mg/l","Nitrate as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Temperature of Water_cel","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","BOD : 5 Day ATU_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"51",950,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","GATWICK STREAM",36114,1,"TQ",28670,40350,"TQ2867040350","GB106039017500",59,1.5,12.577,2,5.8,38.67,15,33,5,47,84.8,NA,NA,NA,"1995-01-01","1990-01-09","2016-10-11",27,FALSE,1,10716,"GATWICK STREAM","TQ2867040350",747498,1,"",2016-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",737927,"2017-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,31,3.44,10,32.2,3.22,5,9,1.8,5,1,5,9,9,37,4.11,4,6.83,58.57,1,4.4,22.73,8,47,5.88,9,63,7,7,32,21.88,6,28,21.43,10,34.8,3.48,"No",2016,10,"CD986750-39B5-4BED-8746-639B04A1BF59","TH-PMLR0012",7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD986750-39B5-4BED-8746-639B04A1BF59",601,1200,600,1,0,0,0,0,25,140,17,2567,0,0
"52",956,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","FLEET BROOK",36124,1,"SU",78706,56823,"SU7870656823","GB106039017120",57,1.1,7.732,1,3.8,38.33,2,43,35,20,162,NA,NA,NA,"1995-01-01","1990-03-12","2016-10-04",28,FALSE,1,10787,"FLEET BROOK","SU7870656823",746708,1,"",2016-10-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",736679,"2016-12-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,81,4.26,21,76,3.62,23,42,1.83,3,3,3,5.48,15,58,3.87,6,14.81,40.51,3.51,8.43,41.64,19,117,6.16,26,171,6.58,15,60,25,13,48,27.08,21,82.9,3.95,"No",2016,10,"E6B26902-8DF6-4038-BDC2-6D035D83488A","TH-PLDR0017",7.69,44.9,1.85,4.28,0.00387,0.247,0.384,13.7,14.1,17.5,NA,NA,NA,NA,"E6B26902-8DF6-4038-BDC2-6D035D83488A",201,1500,312,2,1,56,70,0,318,118,36,2579,2,71
"53",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,1,11398,"CRANLEIGH WATERS","TQ0568836983",746968,1,"",2016-10-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",744592,"2016-10-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,111,5.29,26,134.9,5.19,15,27,1.8,5,5,5,9,23,104,4.52,8,14.5,55.17,6.01,10.9,55.14,20,139,6.95,24,175,7.29,22,53,41.51,17,41,41.46,26,136.4,5.25,"No",2016,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",93,128,0,63,97,1,36,0,271,720,39,1409,12,133
"54",995,"THAMES - WEST","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","COLE",36214,1,"SU",23267,93541,"SU2326793541","GB106039023730",78,0.9,21.1,3,6.2,53.33,7,22,30,41,227,NA,NA,NA,"1995-01-01","1989-09-22","2016-10-07",32,FALSE,1,11563,"COLE","SU2326793541",747713,1,"",2016-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",737728,"2017-01-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,98,5.16,22,112.4,5.11,16,37,2.31,5,3,5,11.56,14,73,5.21,6,11.01,54.5,3.76,8.37,44.92,19,132,6.95,23,157,6.83,15,40,37.5,14,35,40,22,114.2,5.19,"No",2016,10,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3","TH-PUTR0025",NA,NA,NA,NA,NA,NA,0.0308333333333333,4.86333333333333,4.89666666666667,NA,NA,NA,NA,NA,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3",26,113,0,9,10,11,54,0,16,49,30,290,11,64
"55",997,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2019-11-28",47,FALSE,1,11604,"CHURN","SP0190807912",747698,1,"",2016-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738871,"2017-02-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,147,6.13,28,190.4,6.8,19,56,2.95,7,5,7,20.63,24,142,5.92,21.01,21.87,96.07,12.03,14.22,84.6,24,187,7.79,33,279,8.45,49,57,85.96,36,45,80,28,184.8,6.6,"No",2016,10,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",8.34,106.4,0.01,10.3,0.00091,0.03,0.0064,5.57,5.58,17,NA,NA,NA,NA,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",4,801,0,30,142,4,175,0,77,9,39,1242,18,317
"56",1010,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36261,1,"SP",50470,13790,"SP5047013790","GB106039037430",58,0.3,81.23,5,8.6,50,20,50,20,10,206,NA,NA,NA,"1995-01-01","1995-05-15","2016-10-17",14,FALSE,1,11777,"CHERWELL","SP5047013790",748482,1,"",2016-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",735904,"2016-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,88,6.29,14,81.7,5.84,9,21,2.33,5,3,5,11.67,10,55,5.5,4.5,8.92,50.45,4.49,8.35,53.77,12,86,7.17,12,92,7.67,11,31,35.48,13,28,46.43,14,84.7,6.05,"No",2016,10,"0C1C5337-57AF-4104-A7CE-863D26ED73C0","TH-PCHR0013",8.22,85.2,0.228,8.13,0.00094,0.03,0.0067,6.07,6.08,17.5,NA,NA,NA,NA,"0C1C5337-57AF-4104-A7CE-863D26ED73C0",12,28,0,2,8,0,50,0,7,1546,21,1668,7,58
"57",1011,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36262,1,"SP",48026,25095,"SP4802625095","GB106039037430",80,0.7,61.81,5,14,65,17,37,8,38,191,NA,NA,NA,"1995-01-01","1990-04-11","2016-10-17",29,FALSE,1,11791,"CHERWELL","SP4802625095",747956,1,"",2016-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",734736,"2016-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,63,5.73,12,68.8,5.73,10,27,2.7,5,3,5,13.5,7,37,5.29,7,9.58,73.07,4.01,7.39,54.26,9,68,7.56,14,104,7.43,14,29,48.28,12,23,52.17,12,70.9,5.91,"No",2016,10,"4B96E7C8-7E49-4268-A5B2-39312044AB8B","TH-PCHR0014",8.09,89.6,0.179,8.84,0.00084,0.03,0.0109,6.17,6.18,15.9,NA,NA,NA,NA,"4B96E7C8-7E49-4268-A5B2-39312044AB8B",25,153,0,2,34,0,48,0,1,422,18,686,5,82
"58",1173,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SHOVELSTRODE STREAM",42175,2,"TQ",48020,37150,"TQ4802037150","GB106040018080",50,2,9.4,1,2.5,15,22,67,2,10,58.3,NA,NA,NA,"1995-01-01","1989-10-31","2016-10-17",37,FALSE,1,13432,"SHOVELSTRODE STREAM","TQ4802037150",747773,1,"",2016-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",735095,"2016-11-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,132,6.29,22,147.9,6.72,18,29,1.61,5,5,5,8.06,21,133,6.33,16.64,18.48,90.04,11.52,12.97,88.82,20,161,8.05,22,179,8.14,39,48,81.25,33,40,82.5,22,147,6.68,"No",2016,10,"20F94409-D576-4383-8289-F050AA51293A","SO-E0000986",8.07,102.4,0.031,10.6,0.00072,0.03,0.004,1.06,1.06,13.7,NA,NA,NA,NA,"20F94409-D576-4383-8289-F050AA51293A",50,100,0,94,116,0,27,1,36,8,33,433,15,144
"59",1174,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2019-09-20",77,TRUE,1,13478,"EDEN (KENT)","TQ5206443767",745516,1,"",2016-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",734512,"2016-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,124,5.9,21,121.4,5.78,21,48,2.29,5,5,5,11.43,17,88,5.18,12.01,16.79,71.53,8.74,13.1,66.72,19,136,7.16,26,193,7.42,26,50,52,19,37,51.35,21,120,5.71,"No",2016,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",7.575,70.95,0.4515,6.51,0.000435,0.03,0.0311,3.68,3.715,19.6,NA,0.537,24.15,1.65,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",51,5,0,12,181,15,16,0,16,247,31,594,13,197
"60",1227,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","ULCOMBE STREAM",42353,2,"TQ",81500,45130,"TQ8150045130","GB106040018330",20,0.6,6.1,1,1.4,25,8,23,3,65,184.5,NA,NA,NA,"1995-01-01","1990-03-06","2016-10-05",29,FALSE,1,14060,"ULCOMBE STREAM","TQ8150045130",749773,1,"",2016-10-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",739298,"2017-02-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,52,3.47,18,61,3.39,15,19,1.27,1,3,3,3.8,14,48,3.43,1.5,10.43,14.38,NA,6.58,0,16,85,5.31,18,104,5.78,3,44,6.82,2,37,5.41,18,63.6,3.53,"No",2016,10,"72B65FD8-5CE8-4597-BA06-4965FDEB1A57","SO-E0000568",7.63,64.1666666666667,0.223,6.09,0.00111,0.075,0.039,1.66166666666667,1.7,17.9,NA,NA,NA,NA,"72B65FD8-5CE8-4597-BA06-4965FDEB1A57",26,112,10,34,0,0,0,0,500,655,24,1345,0,0
"61",1637,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","TUDELEY BROOK",43783,2,"TQ",65230,43802,"TQ6523043802","GB106040018120",30,7.4,4,1,2.3,11.67,2,90,0,8,66.7,NA,NA,NA,"1995-01-01","1990-03-09","2016-10-05",24,FALSE,1,18026,"TUDELEY BROOK","TQ6523043802",749777,1,"",2016-10-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738807,"2017-02-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,89,4.94,20,104.4,5.22,15,21,1.4,3,3,3,4.2,16,72,4.5,10.76,14.07,76.47,7.01,9.92,70.67,16,118,7.38,19,146,7.68,22,42,52.38,19,34,55.88,20,102.6,5.13,"No",2016,10,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5","SO-E0000719",7.71,91.5,1.02,9.16,0.00042,0.03,0.0098,6.29,6.3,15.2,NA,NA,NA,NA,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5",53,50,5,93,69,0,48,0,79,92,32,489,9,117
"62",2791,"THAMES - NORTH EAST","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","SEVEN KINGS WATER",80996,1,"TQ",46600,89500,"TQ4660089500","GB106037028170",20,2,4.87,1,2,20,0,80,10,10,210,NA,NA,NA,"2012-10-04","2002-03-20","2020-11-23",22,FALSE,1,27294,"SEVEN KINGS WATER","TQ4660089500",748620,1,"",2016-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738731,"2017-02-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,90,4.74,22,93.5,4.25,18,25,1.39,3,3,3,4.17,16,69,4.31,3.63,9.51,38.17,1.76,6.18,28.48,19,116,6.11,23,144,6.26,8,47,17.02,10,42,23.81,22,95.2,4.33,"No",2016,11,"A2BF51C4-C4A4-45B5-A0AD-A36E22B8FA13","TH-PRGR0131",8.01,67.45,0.3925,6.205,0.00538,0.2455,0.10595,2.58,2.69,19.15,NA,NA,NA,NA,"A2BF51C4-C4A4-45B5-A0AD-A36E22B8FA13",39,135,38,0,63,20,1,0,6,28,32,332,7,64
"63",3030,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023233",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2021-04-16",35,FALSE,1,28109,"ODNEY WEIR STREAM","SU9015085330",747123,1,"",2016-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738855,"2017-01-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,135,5.19,28,136.3,4.87,30,74,2.47,12,5,12,29.6,19,91,4.79,15.51,23.71,65.42,6.74,12.84,52.49,25,160,6.4,36,250,6.94,29,79,36.71,16,53,30.19,28,138,4.93,"No",2016,10,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",8.195,79.5,0.165,7.58,0.00123,0.039,0.0219,6.18,6.2,17.5,NA,NA,NA,NA,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",23,92,15,6,314,0,92,0,37,260,43,858,14,406
"64",3374,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",88361,2,"TQ",37430,34940,"TQ3743034940","GB106040018070",74,6.2,5.6,1,3,17,18,67,8,7,71.8,NA,NA,NA,"2003-01-01","2003-05-21","2017-10-27",15,FALSE,1,29225,"MEDWAY","TQ3743034940",747762,1,"",2016-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",737214,"2016-12-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,99,5.82,21,119.9,5.71,15,26,1.73,5,3,5,8.67,20,103,5.15,6.39,9.58,66.7,5.01,7.44,67.34,16,112,7,20,145,7.25,18,36,50,14,28,50,21,126.1,6,"No",2016,10,"B0471CDE-6AF4-4917-AA0D-BC27D232E049","SO-E0004726",7.5,73,0.013,7.1,0.00075,0.079,0.0062,1.14,1.15,16.6,NA,NA,NA,NA,"B0471CDE-6AF4-4917-AA0D-BC27D232E049",30,1,0,7,4,0,11,1,15,40,30,109,10,16
"65",4873,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STRATFORD BROOK",154039,1,"TQ",5738,57744,"TQ0573857744","GB106039017890",19,4.1,7.1,1,2.8,21.7,5,58,30,7,113,NA,NA,NA,"2012-10-04","2013-05-13","2019-09-02",6,FALSE,1,32898,"STRATFORD BROOK","TQ0573857744",746473,1,"",2016-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",737919,"2017-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,74,5.69,14,69.6,4.97,4,7,1.75,3,3,3,5.25,12,53,4.42,1,3.7,27.03,1.5,4.89,30.67,11,74,6.73,9,59,6.56,3,16,18.75,5,18,27.78,14,69.8,4.99,"No",2016,9,"76C2D04F-DFD1-4C81-9D2F-1AF66B6542C4","TH-PWER0319",7.52,62.35,0.078,6.125,0.000605,0.0655,0.02615,1.815,1.845,16.05,NA,NA,NA,NA,"76C2D04F-DFD1-4C81-9D2F-1AF66B6542C4",7,8,0,4,11,0,3,0,51,28,19,119,4,14
"66",5269,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN MILL STREAM",159712,1,"TQ",73773,43485,"TQ7377343485","GB106040018310",18,1,4.4,1,2.2,27.5,3,17,0,80,60.5,NA,NA,NA,"2010-01-01","2013-03-26","2016-10-05",4,FALSE,1,33908,"MARDEN MILL STREAM","TQ7377343485",749811,1,"",2016-10-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738836,"2017-02-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,66,3.67,20,57.3,2.87,24,42,1.75,5,3,5,8.75,15,51,3.4,0.5,10.78,4.64,0.75,7.83,9.58,18,97,5.39,25,139,5.56,1,62,1.61,3,44,6.82,20,67,3.35,"No",2016,10,"AB0B564B-F531-41F9-8AA7-4C054B5A641E","SO-E0004846",7.67666666666667,56.6666666666667,0.364,5.83666666666667,0.00173,0.167666666666667,0.0743666666666667,1.40766666666667,1.48333333333333,13.8333333333333,NA,NA,NA,NA,"AB0B564B-F531-41F9-8AA7-4C054B5A641E",18,1621,1,3,0,0,1,0,37,293,32,1991,1,1
