"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrite as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"51",742,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2021-09-24",61,FALSE,1,7948,"KENNET","SU2273169574",544105,1,"",2006-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",544129,"2007-01-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,147,5.88,30,175.3,5.84,25,37,1.48,5,5,5,7.4,19,98,5.16,16.26,18.46,88.08,10.07,11.55,87.19,25,188,7.52,29,224,7.72,38,58,65.52,35,54,64.81,30,171.9,5.73,"No",2006,10,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",0.001505,11.35,0.068,16.29,0.063,7.915,7.36,116,0.0736,7.285,1.25,8,NA,NA,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",39,2427,6,402,135,0,250,0,82,65,44,3409,19,385
"52",761,"THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","BLEDINGTON BROOK",35561,1,"SP",25034,22917,"SP2503422917","GB106039030000",108,2,5.75,1,2.2,41.67,2,7,13,78,210,NA,NA,NA,"1995-01-01","1990-11-19","2015-03-18",18,FALSE,1,8136,"BLEDINGTON BROOK","SP2503422917",548034,1,"",2006-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543134,"2007-01-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,66,4.4,15,63,4.2,3,4,1.33,1,3,3,4,9,36,4,0.5,1.36,36.76,1.25,3.18,39.31,13,81,6.23,4,27,6.75,1,7,14.29,6,22,27.27,15,68.3,4.55,"No",2006,10,"55BC8C6C-FC36-4B19-AFC4-626FE86AB6C2","TH-PEVR0033",0.001015,6.88,0.0295,20.19,0.064,7.455,3.185,75.95,0.05,3.135,1.2,NA,NA,NA,"55BC8C6C-FC36-4B19-AFC4-626FE86AB6C2",40,11,0,1,6,2,1,1,41,116,16,219,4,8
"53",783,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","HOLMWOOD STREAM",35744,1,"TQ",19050,45010,"TQ1905045010","GB106039017550",70,12.3,3.592,1,1.4,9.33,27,48,13,12,90.4,NA,NA,NA,"1995-01-01","1990-02-01","2012-07-27",24,FALSE,1,8413,"HOLMWOOD STREAM","TQ1905045010",546369,1,"",2006-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541278,"2006-11-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,67,4.19,19,74.5,3.92,NA,NA,NA,NA,NA,NA,NA,14,54,3.86,1.13,1.99,56.78,2.52,6.16,40.91,14,89,6.36,NA,NA,NA,NA,4,0,10,36,27.78,19,82.5,4.34,"No",2006,10,"D5E95283-F13A-4B5D-8EE3-A0E24581EEEA","TH-PMLR0053",0.02765,5.945,6.02,20.12,1.25,7.775,18.55,65.7,0.5005,18.05,3.45,NA,NA,NA,"D5E95283-F13A-4B5D-8EE3-A0E24581EEEA",460,74,0,4,1,0,1,0,210,71,20,821,2,2
"54",793,"THAMES - WEST","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35783,1,"SU",89550,86492,"SU8955086492","GB106039023880",26,3.3,17.33,3,7,30,6,65,23,6,247,NA,NA,NA,"1995-01-01","1989-10-04","2019-09-06",48,FALSE,1,8529,"WYE (THAMES","SU8955086492",547210,1,"",2006-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542211,"2006-11-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,96,5.05,21,113.6,5.41,14,26,1.86,5,3,5,9.29,15,72,4.8,12.51,15.82,79.08,10.28,12.96,79.32,18,142,7.89,15,120,8,22,39,56.41,27,45,60,21,111.2,5.3,"No",2006,10,"58217BCA-714B-4A4E-9990-CE0B3D900946","TH-PWYR0015",0.028235,9.605,1.246,18.8,0.729,8.26,3.95,103.3,0.10945,3.8425,1.15,NA,NA,NA,"58217BCA-714B-4A4E-9990-CE0B3D900946",301,2015,9,1003,106,1,80,0,21,14,23,3550,6,186
"55",805,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35810,1,"SU",74102,63339,"SU7410263339","GB106039017240",46,0.9,19.561,2,13.2,41.67,3,62,20,15,157,NA,NA,NA,"1995-01-01","1990-04-05","2006-10-31",23,FALSE,1,8793,"WHITEWATER (LODDON)","SU7410263339",546062,1,"",2006-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541030,"2006-11-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,188,6.06,32,186.7,5.83,NA,NA,NA,NA,NA,NA,NA,20,104,5.2,0.5,0.5,100,8.01,14.29,56.05,29,205,7.07,NA,NA,NA,NA,4,0,24,54,44.44,32,190.2,5.94,"No",2006,10,"DE3EBC5B-7AB6-4369-8D2A-835AD418E2E2","TH-PLDR0045",0.000815,9.085,0.2495,16.98,0.03,8.015,9.79,94.2,0.02215,9.78,1,5,NA,NA,"DE3EBC5B-7AB6-4369-8D2A-835AD418E2E2",212,406,1,67,36,2,231,0,51,175,32,1184,14,267
"56",807,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35812,1,"SU",80820,36690,"SU8082036690","GB106039017720",66,1.4,17.36,3,6.7,51.67,13,48,25,13,82.4,NA,NA,NA,"1995-01-01","1990-03-19","2021-12-01",59,FALSE,1,8831,"WEY (SOUTH)","SU8082036690",546936,1,"",2006-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541934,"2006-12-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,173,5.77,34,191.5,5.63,31,48,1.55,5,7,7,10.84,25,130,5.2,24.66,28.2,87.45,13.52,16.48,82.04,30,223,7.43,35,271,7.74,44,72,61.11,36,63,57.14,34,188.8,5.55,"No",2006,10,"B0475CBD-1970-4942-AE13-A0682226E22E","TH-PWER0027",0.000926666666666667,8.54,0.678666666666667,17.3766666666667,0.0526666666666667,7.75,5.22,89.2333333333333,0.0343333333333333,5.18666666666667,1.23333333333333,5.36666666666667,NA,NA,"B0475CBD-1970-4942-AE13-A0682226E22E",156,240,12,276,470,1,53,0,59,42,44,1319,17,523
"57",824,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35854,1,"SU",59663,81001,"SU5966381001","GB106039030331",49,0.3,133.97,8,52,320,0,40,40,20,216,NA,NA,NA,"1995-01-01","1995-04-27","2013-10-23",13,FALSE,1,9044,"THAMES (W AREA)","SU5966381001",546811,1,"",2006-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541775,"2006-12-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,78,4.33,18,69.8,3.88,1,1,1,1,3,3,3,9,34,3.78,NA,1.11,0,0.75,4.87,15.4,16,98,6.13,3,19,6.33,NA,9,0,4,32,12.5,18,71.2,3.96,"No",2006,10,"4B0DC6E6-87E0-4B4E-BF7C-6C24A231F8E4","TH-PTHR0120",0.00149,9.06,0.3635,17.01,0.052,8.055,6.015,93.45,0.03205,5.985,1,14.95,NA,NA,"4B0DC6E6-87E0-4B4E-BF7C-6C24A231F8E4",58,42,0,1,4,7,9,0,50,40,19,213,4,13
"58",837,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35889,1,"SU",89760,85601,"SU8976085601","GB106039023233",25,0.3,185.93,9,51.4,99,1,59,33,7,210,NA,NA,NA,"2012-10-04","1994-06-02","2014-09-19",23,FALSE,1,9203,"THAMES (SE AREA)","SU8976085601",548264,1,"",2006-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",543401,"2007-01-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,139,4.96,31,133.5,4.31,30,60,2,10,5,10,20,20,93,4.65,1.5,12.65,11.86,1.25,9.55,13.09,28,174,6.21,39,244,6.26,3,72,4.17,6,53,11.32,31,138.4,4.46,"No",2006,9,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",0.00153333333333333,9.17333333333333,0.201,21.06,0.039,8.28333333333333,5.86666666666667,103.166666666667,0.0359666666666667,5.83,1,3,NA,3,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",55,85,1,9,50,4,25,0,26,105,45,370,8,75
"59",843,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35900,1,"TQ",17440,67824,"TQ1744067824","GB106039023232",8,0.1,236.517,9,58,300,45,45,10,0,193,NA,NA,NA,"1995-01-01","1989-10-23","2014-09-30",37,FALSE,1,9262,"THAMES (SE AREA)","TQ1744067824",545440,1,"",2006-11-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540410,"2006-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,113,5.14,25,120.9,4.84,23,50,2.17,12,5,12,26.09,15,73,4.87,3,12.54,23.92,1.75,9.52,18.38,23,147,6.39,30,193,6.43,8,56,14.29,7,44,15.91,25,120.5,4.82,"No",2006,11,"5CC4740A-0E51-4965-9E60-7076B2D73176","TH-PTHR0076",0.00343666666666667,7.82333333333333,0.308666666666667,21.3633333333333,0.0826666666666667,8.12333333333333,6.75333333333333,88.7,0.0391333333333333,6.71333333333333,1.63333333333333,6.26666666666667,NA,7.43333333333333,"5CC4740A-0E51-4965-9E60-7076B2D73176",59,20,1,10,12,0,22,0,45,632,33,810,7,34
"60",845,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35907,1,"SU",94560,77670,"SU9456077670","GB106039023231",20,0.3,194.9,9,50,250,5,45,25,25,210,NA,NA,NA,"1995-01-01","1990-03-12","2019-05-07",48,FALSE,1,9298,"THAMES (SE AREA)","SU9456077670",548439,1,"",2006-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",543620,"2007-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,168,5.6,34,170,5,28,61,2.18,10,7,10,21.79,21,95,4.52,5,14.4,34.72,3.24,9.83,32.96,30,193,6.43,34,217,6.38,9,63,14.29,13,56,23.21,34,171.5,5.04,"No",2006,11,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7","TH-PTHR0079",0.00131333333333333,9.46666666666667,0.221,20.4033333333333,0.0336666666666667,8.30666666666667,5.91333333333333,105.333333333333,0.0312,5.88,1,8.8,NA,5.76666666666667,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7",67,270,10,60,67,21,94,0,35,68,45,698,14,161
"61",848,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2021-04-28",52,FALSE,1,9324,"THAME","SP7966615281",545777,1,"",2006-10-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540757,"2006-10-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,93,4.43,22,89.5,4.07,18,22,1.22,1,3,3,3.67,13,60,4.62,3.5,9.74,35.93,2,6.64,30.12,20,122,6.1,21,131,6.24,6,40,15,11,42,26.19,22,93.5,4.25,"No",2006,10,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",0.00248,3.825,0.7865,19.3,0.256,7.45,0.925,41.6,0.11985,0.805,2.05,4.6,NA,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",74,1632,8,61,15,0,11,0,31,457,26,2292,5,26
"62",852,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35927,1,"SP",77772,13503,"SP7777213503","GB106039030370",70,0.4,31.6,4,10.7,143.33,1,10,8,81,249,NA,NA,NA,"1995-01-01","1989-12-13","2018-11-09",23,FALSE,1,9392,"THAME","SP7777213503",545789,1,"",2006-10-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540777,"2006-10-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,124,4.96,25,116.4,4.66,20,36,1.8,5,5,5,9,18,82,4.56,5.5,11.33,48.54,3,8.11,36.99,23,146,6.35,25,157,6.28,9,42,21.43,14,43,32.56,25,124.5,4.98,"No",2006,10,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7","TH-PTAR0020",0.00120666666666667,5.82666666666667,0.538,19.6766666666667,0.0716666666666667,7.67,9.92,63.7333333333333,0.0527,9.88,1.73333333333333,9.63333333333333,NA,NA,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7",25,48,0,4,50,5,138,0,145,80,32,498,10,188
"63",857,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35934,1,"SP",27758,4885,"SP2775804885","GB106039030280",80,1.1,12.46,1,3.7,23.33,2,45,40,13,250,NA,NA,NA,"1995-01-01","1989-10-10","2013-11-14",22,FALSE,1,9429,"SHILL BROOK","SP2775804885",544925,1,"",2006-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542481,"2006-12-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,94,4.95,21,112.4,5.35,15,24,1.6,5,3,5,8,14,82,5.86,12,15.41,77.87,8.05,10.47,76.89,19,149,7.84,19,151,7.95,30,43,69.77,28,43,65.12,21,111.6,5.31,"No",2006,11,"7D2FAFE3-F52A-4AF1-9117-553299686B4C","TH-PUTR0081",0.000363333333333333,9.12,0.0203333333333333,14.7833333333333,0.0306666666666667,7.65333333333333,10.6433333333333,89.7333333333333,0.0145666666666667,10.6366666666667,1,NA,NA,NA,"7D2FAFE3-F52A-4AF1-9117-553299686B4C",40,3028,0,49,1933,0,79,0,45,6,29,5182,9,2012
"64",862,"THAMES - WEST","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTH MARSTON BROOK",35941,1,"SU",19814,87939,"SU1981487939","GB106039022910",93,3.8,2.2,1,1.3,10,11,31,42,17,211,NA,NA,NA,"1995-01-01","1990-03-19","2015-10-14",23,FALSE,1,9500,"SOUTH MARSTON BROOK","SU1981487939",544927,1,"",2006-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542066,"2006-12-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,56,4.31,14,62.7,4.48,1,1,1,1,3,3,3,10,36,3.6,1,2.11,47.39,1.5,3.92,38.27,11,69,6.27,2,16,8,2,8,25,6,24,25,14,60.1,4.29,"No",2006,10,"8A473A78-2CCE-4D76-A98E-93274B1C200B","TH-PUTR0135",0.00143,9.75,0.1205,15.585,0.0705,7.995,2.085,97.75,0.02755,2.055,1.25,NA,NA,NA,"8A473A78-2CCE-4D76-A98E-93274B1C200B",22,51,0,103,28,0,1,0,2,116,15,324,3,29
"65",866,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","SCOTSGROVE BROOK",35948,1,"SP",70835,7077,"SP7083507077","GB106039030220",69,0.8,20.01,1,4.7,108.33,1,18,18,63,252,NA,NA,NA,"1995-01-01","1989-09-13","2015-10-22",27,FALSE,1,9545,"SCOTSGROVE BROOK","SP7083507077",545779,1,"",2006-10-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540760,"2006-11-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,83,5.53,15,77.4,5.16,3,3,1,1,3,3,3,11,58,5.27,1.5,2.98,50.34,2.51,5.41,46.4,13,93,7.15,7,47,6.71,4,15,26.67,12,24,50,15,81.5,5.43,"No",2006,10,"43DEBCFB-C66F-495D-9448-FE3C5F00FF6F","TH-PTAR0033",0.00145,6.90333333333333,0.788,18.6966666666667,0.0676666666666667,7.79666666666667,12.2,73.9,0.0601333333333333,12.1333333333333,1.7,NA,NA,NA,"43DEBCFB-C66F-495D-9448-FE3C5F00FF6F",48,46,0,2,8,9,7,0,14,18,17,154,6,15
"66",869,"THAMES - WEST","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35956,1,"SU",12205,87250,"SU1220587250","GB106039023330",87,1.4,11.14,3,5.7,33.33,22,15,12,52,231,NA,NA,NA,"1995-01-01","1990-03-19","2014-10-28",35,FALSE,1,9574,"RAY (WILTS)","SU1220587250",544924,1,"",2006-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542849,"2007-01-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,80,4.44,20,84.2,4.21,1,1,1,1,3,3,3,12,60,5,1.5,1.5,100,4.25,8.62,49.3,17,112,6.59,2,15,7.5,2,7,28.57,12,34,35.29,20,85.7,4.29,"No",2006,10,"BF50450E-D55A-40A6-B42D-A3E077300EC6","TH-PUTR0069",0.00119,10.45,0.26,20.885,0.076,7.585,11.45,117.05,0.06655,11.4,1.25,NA,NA,NA,"BF50450E-D55A-40A6-B42D-A3E077300EC6",96,229,8,105,62,5,6,0,21,181,21,714,4,68
"67",878,"THAMES - WEST","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35969,1,"SU",63472,76238,"SU6347276238","GB106039023300",43,1.7,30.01,3,6.9,52.67,2,26,17,55,221,NA,NA,NA,"1995-01-01","1989-03-17","2012-05-31",41,FALSE,1,9681,"PANG","SU6347276238",570447,1,"",2006-09-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",565400,"2007-01-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,174,5.8,32,172.3,5.38,28,65,2.32,12,7,12,27.86,24,122,5.08,11.14,20.21,55.12,5,11.82,42.3,30,202,6.73,37,264,7.14,26,62,41.94,20,51,39.22,32,171.3,5.35,"No",2006,9,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06","TH-PPSR0003",0.00085,10.06,0.0245,16,0.03,8.05,6.125,102.2,0.01295,6.115,1,6.8,NA,NA,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06",14,35,0,95,61,8,58,6,14,347,44,646,13,125
"68",886,"THAMES - WEST","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35984,1,"SU",34302,92663,"SU3430292663","GB106039023400",69,0.8,14.92,1,3.4,37.33,6,14,13,67,262,NA,NA,NA,"1995-01-01","1995-05-26","2013-10-31",13,FALSE,1,9757,"OCK","SU3430292663",545939,1,"",2006-11-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540976,"2006-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,95,4.75,21,97.7,4.65,3,7,2.33,3,3,3,7,16,73,4.56,1.5,2.11,71.09,3.5,8.35,41.92,19,120,6.32,4,26,6.5,NA,6,0,12,40,30,21,95.9,4.57,"No",2006,11,"A9465C07-64DD-435D-9DDF-7DA924526307","TH-POCR0019",0.000716666666666667,7.49,0.301333333333333,15.76,0.0363333333333333,7.84666666666667,3.24666666666667,75.6,0.0226666666666667,3.22333333333333,1,15.7333333333333,NA,NA,"A9465C07-64DD-435D-9DDF-7DA924526307",75,52,0,18,14,44,34,0,50,575,28,867,6,48
"69",889,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35989,1,"TQ",26910,45000,"TQ2691045000","GB106039017621",49,0.6,17.997,3,7.2,58.33,15,33,33,18,83.3,NA,NA,NA,"1995-01-01","1990-01-09","2017-10-27",31,FALSE,1,9778,"MOLE (THAMES)","TQ2691045000",547820,1,"",2006-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542905,"2007-01-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,60,4.62,13,58.6,4.51,NA,NA,NA,NA,NA,NA,NA,8,39,4.88,0.5,0.5,100,2.51,4.21,59.62,11,78,7.09,NA,NA,NA,NA,3,0,9,22,40.91,13,58.7,4.52,"No",2006,10,"49FD2AE5-5AEE-480E-9A92-AE234C99583C","TH-PMLR0035",0.00287666666666667,7.82,0.280666666666667,19.41,0.168,7.66333333333333,18.6,84.9666666666667,0.112866666666667,18.4666666666667,1,11.6,NA,3.38333333333333,"49FD2AE5-5AEE-480E-9A92-AE234C99583C",12,51,0,0,11,3,20,0,101,6,13,204,3,31
"70",890,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35991,1,"TQ",26950,43360,"TQ2695043360","GB106039017621",53,1.3,15.608,3,6.5,26.67,8,38,45,8,93.8,NA,NA,NA,"1995-01-01","1990-01-09","2018-10-01",33,FALSE,1,9799,"MOLE (THAMES)","TQ2695043360",547817,1,"",2006-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542902,"2007-01-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,62,4.77,14,63.8,4.56,NA,NA,NA,NA,NA,NA,NA,10,50,5,NA,NA,NA,2.51,4.92,51.02,11,74,6.73,NA,NA,NA,NA,3,0,9,23,39.13,14,67.3,4.81,"No",2006,10,"85FC8B6B-EB1F-48E5-9C00-3DB5FE5570F2","TH-PMLR0018",0.00485,7.57,0.167,19.3,0.722,7.26,26.1,82.3,0.26,25.8,2.9,NA,NA,1.8,"85FC8B6B-EB1F-48E5-9C00-3DB5FE5570F2",35,70,0,1,14,11,55,0,101,31,14,318,3,69
