"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","pH_phunits","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","BOD : 5 Day ATU_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"51",982,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36178,1,"TQ",6951,36595,"TQ0695136595","GB106039017810",55,2.9,8.096,1,2.2,38.33,7,15,8,70,74.6,NA,NA,NA,"1995-01-01","1990-05-09","2021-03-30",130,FALSE,2,11228,"CRANLEIGH WATERS","TQ0695136595",548858,1,"",2005-11-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",544125,"2007-02-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,74,4.35,18,69.7,3.87,NA,NA,NA,NA,NA,NA,NA,12,41,3.42,1.13,1.5,75.33,1.75,3.7,47.3,15,96,6.4,NA,NA,NA,NA,3,0,11,30,36.67,18,75.5,4.19,"No",2005,11,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F","TH-PWER0044",7.3,0.00036,NA,3.58,NA,16.65,0.059,0.25,0.1,1,36.9,5.2,NA,NA,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F",44,38,0,5,100,7,5,0,114,81,19,396,3,105
"52",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,2,11362,"CRANLEIGH WATERS","TQ0568836983",548221,1,"",2005-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",543355,"2005-11-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,124,5.39,27,138.6,5.13,NA,NA,NA,NA,NA,NA,NA,18,69,3.83,1.13,1.5,75.33,4.02,8.4,47.86,23,152,6.61,1,8,8,2,6,33.33,18,47,38.3,27,142.8,5.29,"No",2005,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",7.665,0.001205,0.0323,7.815,1.2245,15.2,0.0955,1.255,0.115,1.785,78.1,6.25,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",175,0,0,85,74,0,5,0,297,294,31,1132,7,79
"53",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,2,11363,"CRANLEIGH WATERS","TQ0568836983",548222,1,"",2005-11-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",543356,"2007-01-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,142,5.68,27,141,5.22,NA,NA,NA,NA,NA,NA,NA,18,77,4.28,1.63,2,81.5,6.02,9.7,62.06,24,164,6.83,1,9,9,3,7,42.86,23,51,45.1,27,148.3,5.49,"No",2005,11,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",7.665,0.001205,0.0323,7.815,1.2245,15.2,0.0955,1.255,0.115,1.785,78.1,6.25,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",206,240,1,74,171,1,22,2,135,315,30,1174,9,195
"54",991,"THAMES - WEST","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","COLN",36205,1,"SP",12141,6210,"SP1214106210","GB106039029990",100,2,34.07,4,13.5,44.33,21,55,20,4,207,NA,NA,NA,"1995-01-01","1990-03-28","2020-10-14",37,FALSE,1,11518,"COLN","SP1214106210",509720,1,"",2005-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505325,"2005-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",34,187,5.5,38,196.9,5.18,NA,NA,NA,NA,NA,NA,NA,27,124,4.59,1.63,2,81.5,10.27,19.31,53.18,33,216,6.55,NA,NA,NA,NA,4,0,36,88,40.91,38,205.5,5.41,"No",2005,10,"70B8008B-52BC-4949-985D-166CD92F5A14","TH-PUTR0037",7.855,0.00086,0.0679666666666667,11.1466666666667,6.25666666666667,14.88,0.0473333333333333,6.325,0.0391666666666667,1.33,110.666666666667,4.28333333333333,0.045,NA,"70B8008B-52BC-4949-985D-166CD92F5A14",948,2300,100,220,694,0,500,0,3030,548,45,8454,14,1194
"55",996,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36221,1,"SU",7557,96305,"SU0755796305","GB106039029750",83,2,33.06,2,4.3,28.33,2,33,20,45,178,NA,NA,NA,"1995-01-01","1989-10-17","2014-09-16",36,FALSE,1,11575,"CHURN","SU0755796305",509704,1,"",2005-09-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505299,"2005-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,116,5.27,23,112.3,4.88,NA,NA,NA,NA,NA,NA,NA,18,77,4.28,NA,NA,NA,4.24,10.07,42.11,20,128,6.4,NA,NA,NA,NA,4,0,14,39,35.9,23,116.1,5.05,"No",2005,9,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0013",8.235,0.00118,0.0171,9.735,4.83,19.39,0.0315,4.85,0.02,1.01,105.8,9.95,0.023,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",100,441,0,90,22,30,26,5,506,420,27,1680,8,53
"56",997,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2019-11-28",47,FALSE,1,11589,"CHURN","SP0190807912",509728,1,"",2005-09-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505342,"2005-11-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,184,6.13,32,196.4,6.14,NA,NA,NA,NA,NA,NA,NA,24,136,5.67,1.5,1.5,100,12.75,17.85,71.43,29,219,7.55,NA,NA,NA,NA,4,0,35,57,61.4,32,199.5,6.23,"No",2005,9,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",8.29,0.00115,0.0115,9.89,6.53,20.19,0.03,6.54,0.02,1.13,109.4,13.3,0.024,NA,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",203,2000,0,74,187,1,87,5,181,630,33,3376,15,279
"57",1011,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36262,1,"SP",48026,25095,"SP4802625095","GB106039037430",80,0.7,61.81,5,14,65,17,37,8,38,191,NA,NA,NA,"1995-01-01","1990-04-11","2016-10-17",29,FALSE,1,11785,"CHERWELL","SP4802625095",509609,1,"",2005-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505168,"2005-11-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,158,5.64,29,160.7,5.54,35,65,1.86,5,7,7,13,25,125,5,15.25,24.18,63.07,11.2,18.72,59.83,27,186,6.89,39,276,7.08,28,76,36.84,22,57,38.6,29,164.9,5.69,"No",2005,10,"4B96E7C8-7E49-4268-A5B2-39312044AB8B","TH-PCHR0014",7.96,0.0021,0.0525666666666667,7.62666666666667,4.79,16.52,0.0913333333333333,4.84333333333333,0.255666666666667,1.26666666666667,78.2,14.6,NA,NA,"4B96E7C8-7E49-4268-A5B2-39312044AB8B",53,84,10,80,241,2,67,4,12,208,47,1317,12,312
"58",1071,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BARTLEY MILL STREAM",41964,2,"TQ",62980,34680,"TQ6298034680","GB106040018240",65,9.4,3.5,1,3.7,16.67,47,40,0,13,76.3,NA,NA,NA,"1995-01-01","1990-04-05","2020-10-15",30,FALSE,1,12152,"BARTLEY MILL STREAM","TQ6298034680",508522,1,"",2005-11-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",504073,"2005-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,143,5.72,29,178.1,6.14,NA,NA,NA,NA,NA,NA,NA,20,111,5.55,1,1.37,72.99,13.49,18.62,72.45,24,174,7.25,NA,NA,NA,NA,3,0,34,57,59.65,29,171.7,5.92,"No",2005,11,"3AD8881A-ED94-4664-8C6B-6A56CCB8291C","SO-E0000701",7.63,0.0252633333333333,0.190633333333333,7.19,3.76566666666667,16.6233333333333,1.69366666666667,3.94666666666667,5.12333333333333,3.38333333333333,73.9666666666667,NA,NA,NA,"3AD8881A-ED94-4664-8C6B-6A56CCB8291C",92,110,50,160,270,1,110,1,127,16,32,945,10,381
"59",1142,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",42111,2,"TQ",55240,32500,"TQ5524032500","GB106040018390",70,6.2,7.1,2,5,16.67,65,2,27,7,48.8,NA,NA,NA,"1995-01-01","1995-05-11","2019-09-20",23,FALSE,2,12980,"ERIDGE STREAM","TQ5524032500",508405,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",503932,"2005-11-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,130,5.65,25,153.3,6.13,NA,NA,NA,NA,NA,NA,NA,19,91,4.79,2.26,2.26,100,12.74,15.43,82.57,21,151,7.19,NA,NA,NA,NA,3,0,27,46,58.7,25,150.4,6.02,"No",2005,9,"1B227CBE-364C-4566-8D15-6F2955BEBE16","SO-E0000960",7.30333333333333,0.00021,0.004,10.1866666666667,0.794,13.3666666666667,0.0443333333333333,0.796666666666667,0.0373333333333333,1,97.9666666666667,NA,NA,NA,"1B227CBE-364C-4566-8D15-6F2955BEBE16",30,81,2,131,96,0,31,31,96,61,25,559,9,158
"60",1142,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",42111,2,"TQ",55240,32500,"TQ5524032500","GB106040018390",70,6.2,7.1,2,5,16.67,65,2,27,7,48.8,NA,NA,NA,"1995-01-01","1995-05-11","2019-09-20",23,FALSE,2,12981,"ERIDGE STREAM","TQ5524032500",508657,1,"",2005-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",504206,"2005-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,144,6.26,24,160.9,6.7,NA,NA,NA,NA,NA,NA,NA,16,95,5.94,1.63,1.63,100,13.26,14.73,90.02,21,163,7.76,NA,NA,NA,NA,3,0,32,45,71.11,24,162.4,6.77,"No",2005,10,"1B227CBE-364C-4566-8D15-6F2955BEBE16","SO-E0000960",7.30333333333333,0.00021,0.004,10.1866666666667,0.794,13.3666666666667,0.0443333333333333,0.796666666666667,0.0373333333333333,1,97.9666666666667,NA,NA,NA,"1B227CBE-364C-4566-8D15-6F2955BEBE16",25,190,0,63,113,0,41,10,94,23,24,559,12,164
"61",1173,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SHOVELSTRODE STREAM",42175,2,"TQ",48020,37150,"TQ4802037150","GB106040018080",50,2,9.4,1,2.5,15,22,67,2,10,58.3,NA,NA,NA,"1995-01-01","1989-10-31","2016-10-17",37,FALSE,1,13420,"SHOVELSTRODE STREAM","TQ4802037150",507823,1,"",2005-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",503374,"2005-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,182,6.07,33,204.7,6.2,NA,NA,NA,NA,NA,NA,NA,25,123,4.92,1.76,1.76,100,15.5,19.16,80.9,28,204,7.29,NA,NA,NA,NA,4,0,38,65,58.46,33,201.9,6.12,"No",2005,9,"20F94409-D576-4383-8289-F050AA51293A","SO-E0000986",7.55333333333333,3e-04,0.00943333333333333,10.13,0.854333333333333,14.4233333333333,0.03,0.863333333333333,0.0533333333333333,1.16333333333333,99.2333333333333,NA,NA,NA,"20F94409-D576-4383-8289-F050AA51293A",152,276,5,329,181,1,183,155,161,49,36,1499,13,519
"62",1174,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2019-09-20",77,TRUE,3,13450,"EDEN (KENT)","TQ5206443767",507621,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",503204,"2005-10-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,117,5.09,26,129.4,4.98,NA,NA,NA,NA,NA,NA,NA,19,101,5.32,2.13,2.13,100,13.01,17.62,73.84,22,159,7.23,NA,NA,NA,NA,3,0,32,58,55.17,26,129,4.96,"No",2005,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",7.41,0.000386666666666667,0.0382333333333333,7.71333333333333,3.22666666666667,18.77,0.0343333333333333,3.26333333333333,1.35,2.41666666666667,82.7666666666667,10.9333333333333,1.45333333333333,NA,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",108,91,2,345,609,1,290,0,413,278,29,2269,6,899
"63",1174,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2019-09-20",77,TRUE,3,13451,"EDEN (KENT)","TQ5206443767",509021,1,"",2005-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",504568,"2005-11-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,104,5.2,22,111.3,5.06,NA,NA,NA,NA,NA,NA,NA,15,79,5.27,1.63,1.63,100,7.99,10.67,74.88,19,135,7.11,NA,NA,NA,NA,3,0,21,38,55.26,22,110.7,5.03,"No",2005,10,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",7.41,0.000386666666666667,0.0382333333333333,7.71333333333333,3.22666666666667,18.77,0.0343333333333333,3.26333333333333,1.35,2.41666666666667,82.7666666666667,10.9333333333333,1.45333333333333,NA,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",27,52,0,30,72,3,16,0,55,19,22,294,6,88
"64",1174,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2019-09-20",77,TRUE,3,13454,"EDEN (KENT)","TQ5206443767",537780,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",533318,"2005-10-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,139,5.15,29,146.2,5.04,27,60,2.22,5,5,5,11.11,22,123,5.59,24,31.45,76.31,14.02,19.37,72.38,26,187,7.19,36,265,7.36,46,87,52.87,35,66,53.03,29,150.4,5.19,"No",2005,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",7.41,0.000386666666666667,0.0382333333333333,7.71333333333333,3.22666666666667,18.77,0.0343333333333333,3.26333333333333,1.35,2.41666666666667,82.7666666666667,10.9333333333333,1.45333333333333,NA,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",138,281,1,222,1366,4,205,0,2890,315,44,5505,11,1571
"65",1175,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","BOTANY STREAM",42177,2,"TQ",60270,46480,"TQ6027046480","GB106040018182",20,0.9,43.6,1,8,80,23,15,0,62,99.5,NA,NA,NA,"1995-01-01","1993-03-24","2005-09-16",9,FALSE,1,13493,"BOTANY STREAM","TQ6027046480",509525,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505036,"2005-12-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,84,4.67,19,78,4.11,NA,NA,NA,NA,NA,NA,NA,15,70,4.67,0.5,0.5,100,0.5,5.12,9.77,18,110,6.11,NA,NA,NA,NA,4,0,4,31,12.9,19,81.9,4.31,"No",2005,9,"9A0880B9-C842-403E-87FD-EC2E66DB2290","SO-E0000779",7.385,0.002565,0.06645,8.02,4.73,17.25,0.2835,4.795,1.69,2.325,83.75,NA,NA,NA,"9A0880B9-C842-403E-87FD-EC2E66DB2290",203,55,0,1,10,11,9,0,416,57,22,790,3,19
"66",1189,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",42225,2,"TQ",70740,37130,"TQ7074037130","GB106040018260",35,1.9,23.2,4,7.5,166.67,5,7,3,85,52.2,NA,NA,NA,"1995-01-01","1999-04-09","2006-05-30",12,FALSE,1,13709,"TEISE","TQ7074037130",508992,1,"",2005-11-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",504548,"2005-11-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,97,5.11,20,96.4,4.82,NA,NA,NA,NA,NA,NA,NA,14,60,4.29,NA,NA,NA,1.25,4.17,29.98,17,107,6.29,NA,NA,NA,NA,3,0,9,31,29.03,20,97,4.85,"No",2005,11,"A53307D3-ACC7-4CF0-B967-38A3C3177457","SO-E0000638",7.86,0.000846666666666667,0.0294,7.99666666666667,1.13966666666667,17.4333333333333,0.0363333333333333,1.17,0.032,1.14,83.7,NA,NA,NA,"A53307D3-ACC7-4CF0-B967-38A3C3177457",61,41,0,1,17,3,3,0,72,16,22,246,7,20
"67",1228,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","BOUGH BEECH STREAM",42355,2,"TQ",49400,46760,"TQ4940046760","GB106040018160",40,2,5.4,1,1.2,10,20,60,0,20,104.1,NA,NA,NA,"1995-01-01","1990-04-03","2011-09-14",37,FALSE,1,14070,"BOUGH BEECH STREAM","TQ4940046760",508666,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504216,"2005-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,74,4.35,20,87,4.35,NA,NA,NA,NA,NA,NA,NA,15,67,4.47,1.5,1.87,80.21,3.01,7.39,40.73,17,112,6.59,NA,NA,NA,NA,4,0,12,39,30.77,20,89.1,4.46,"No",2005,9,"91037788-784E-4222-9E3B-1135A4632F92","SO-E0000827",7.73,0.00069,0.0248,8.33,3.865,15.555,0.05,3.885,0.246,1.145,83.5,NA,NA,NA,"91037788-784E-4222-9E3B-1135A4632F92",228,101,0,16,6,3,0,0,1332,120,20,1807,2,6
"68",1236,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HAMMER STREAM",42373,2,"TQ",83540,40400,"TQ8354040400","GB106040018290",25,1.6,11.2,1,5.5,36.67,27,13,0,60,83.3,NA,NA,NA,"1995-01-01","1981-06-22","2015-10-07",25,FALSE,1,14142,"HAMMER STREAM","TQ8354040400",510489,1,"",2005-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",506531,"2006-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,85,5,17,68,4,NA,NA,NA,NA,NA,NA,NA,10,41,4.1,NA,NA,NA,1.75,5.41,32.35,15,97,6.47,NA,NA,NA,NA,3,0,6,29,20.69,17,71.8,4.22,"No",2005,10,"06883784-4CBB-4792-AE0F-D34ABB392B43","SO-E0000579",7.825,0.00558,0.0432,9.06,8.415,15.915,0.385,8.46,0.5715,2.995,91.65,7.35,NA,NA,"06883784-4CBB-4792-AE0F-D34ABB392B43",50,68,0,31,3,2,2,0,40,2,19,202,4,5
"69",1242,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","CURTISDEN GREEN STREAM",42390,2,"TQ",72790,40150,"TQ7279040150","GB106040018260",30,3.1,3.9,1,1.8,16.67,0,38,0,62,55.1,NA,NA,NA,"1995-01-01","1990-03-06","2008-05-06",26,FALSE,1,14207,"CURTISDEN GREEN STREAM","TQ7279040150",507453,1,"",2005-10-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",503068,"2005-10-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,47,3.92,14,60.1,4.29,NA,NA,NA,NA,NA,NA,NA,10,36,3.6,0.63,0.63,100,1.5,4.41,34.01,10,61,6.1,NA,NA,NA,NA,4,0,4,22,18.18,14,63.4,4.53,"No",2005,10,"3B67DB41-CE83-49F2-995D-B07B2FC5EA7B","SO-E0000655",7.25,0.00042,0.0826,10.29,7.56666666666667,12.2033333333333,0.137333333333333,7.64666666666667,0.058,1.57333333333333,95.9333333333333,NA,NA,NA,"3B67DB41-CE83-49F2-995D-B07B2FC5EA7B",231,0,50,10,2,0,0,0,123,103,14,519,1,2
