"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","BOD : 5 Day ATU_mg/l","pH_phunits","Nitrate as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Oxygen, Dissolved as O2_mg/l","Temperature of Water_cel","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"51",769,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","LATCHFORD BROOK",35576,1,"SP",65475,1032,"SP6547501032","GB106039023830",68,2,5.9,1,2,13.67,6,67,17,9,217,NA,NA,NA,"1995-01-01","1990-05-30","2010-11-13",15,FALSE,1,8208,"LATCHFORD BROOK","SP6547501032",558144,1,"",2007-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",553032,"2007-10-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,64,4.92,13,67.6,5.2,5,6,1.2,1,3,3,3.6,11,60,5.45,6.63,9.21,71.99,3.76,6.9,54.49,11,83,7.55,10,77,7.7,11,24,45.83,16,27,59.26,13,67.4,5.18,"No",2007,9,"B16576A1-D1B8-4BAC-B772-F8A5B008069B","TH-PTAR0102",0.03,1,7.83333333333333,6.77,87.5,6.78666666666667,0.679666666666667,0.000546666666666667,0.0169666666666667,8.84666666666667,14.7766666666667,NA,NA,NA,"B16576A1-D1B8-4BAC-B772-F8A5B008069B",3,139,0,37,27,0,6,0,18,761,14,991,4,33
"52",800,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720","GB106039030333",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,NA,NA,NA,"1995-01-01","1989-10-10","2017-09-22",41,FALSE,1,8698,"WINDRUSH","SP4019601720",566207,1,"",2007-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560742,"2008-01-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,144,6,26,161.3,6.2,21,40,1.9,5,5,5,9.52,20,118,5.9,16.75,19.45,86.12,11,13.67,80.47,23,177,7.7,27,220,8.15,36,53,67.92,30,44,68.18,26,158,6.08,"No",2007,10,"247961AD-5079-468A-AA05-C27851449E22","TH-PWRR0021",0.03,1.3,7.915,6.72,97.25,6.745,0.067,0.000785,0.02885,9.26,17.61,17.35,NA,NA,"247961AD-5079-468A-AA05-C27851449E22",301,2002,2,233,58,1,903,0,29,11,32,3541,14,961
"53",831,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2021-10-07",51,FALSE,1,9103,"THAMES (W AREA)","SU0181494776",565767,1,"",2007-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560123,"2008-01-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,115,5.23,26,138.7,5.33,26,44,1.69,5,5,5,8.46,21,106,5.05,10.5,16,65.63,7.51,11.17,67.23,22,157,7.14,31,218,7.03,24,64,37.5,24,49,48.98,26,139.5,5.37,"No",2007,10,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",0.03,1,7.5,5.38,60.8,5.42,0.02,0.00022,0.0368,6.39,13,3.2,NA,0.59,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",59,435,0,182,44,0,159,0,30,130,47,1050,10,203
"54",837,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35889,1,"SU",89760,85601,"SU8976085601","GB106039023233",25,0.3,185.93,9,51.4,99,1,59,33,7,210,NA,NA,NA,"2012-10-04","1994-06-02","2014-09-19",23,FALSE,1,9205,"THAMES (SE AREA)","SU8976085601",571264,1,"",2007-11-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",566107,"2008-03-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,155,5.34,33,162.2,4.92,27,65,2.41,5,7,7,16.85,23,108,4.7,10.38,17.84,58.18,5.48,12.08,45.36,30,201,6.7,38,260,6.84,20,75,26.67,20,63,31.75,33,169.9,5.15,"No",2007,11,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",0.0306666666666667,1,8.18,5.86,96.9,5.87666666666667,0.138333333333333,0.00102666666666667,0.0177,9.08333333333333,18.35,4.4,NA,6.65,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",280,59,3,9,37,0,297,0,222,217,48,1163,18,334
"55",843,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35900,1,"TQ",17440,67824,"TQ1744067824","GB106039023232",8,0.1,236.517,9,58,300,45,45,10,0,193,NA,NA,NA,"1995-01-01","1989-10-23","2014-09-30",37,FALSE,1,9264,"THAMES (SE AREA)","TQ1744067824",563081,1,"",2007-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",556872,"2007-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,113,5.14,25,117.2,4.69,NA,NA,NA,NA,NA,NA,NA,16,73,4.56,NA,NA,NA,1,8.02,12.47,23,148,6.43,NA,NA,NA,NA,3,0,6,42,14.29,25,119.2,4.77,"No",2007,11,"5CC4740A-0E51-4965-9E60-7076B2D73176","TH-PTHR0076",0.0352,1.5,8.18444444444444,5.99,95.64,3.733,0.1413,0.00115111111111111,0.0239,8.944,18.469,16.1,NA,7.85,"5CC4740A-0E51-4965-9E60-7076B2D73176",35,27,1,10,17,0,60,0,170,380,28,703,7,77
"56",845,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35907,1,"SU",94560,77670,"SU9456077670","GB106039023231",20,0.3,194.9,9,50,250,5,45,25,25,210,NA,NA,NA,"1995-01-01","1990-03-12","2019-05-07",48,FALSE,1,9301,"THAMES (SE AREA)","SU9456077670",574391,1,"",2007-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",567763,"2008-02-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,140,5.83,27,139.6,5.17,24,61,2.54,12,5,12,30.5,18,81,4.5,6.87,11.63,59.07,3.24,9.57,33.86,24,161,6.71,31,215,6.94,16,57,28.07,10,47,21.28,27,143.7,5.32,"No",2007,9,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7","TH-PTHR0079",0.03275,1.275,8.0825,5.6025,97.725,5.6225,0.1635,0.001065,0.02125,9.1775,18.2775,9.925,NA,8.1,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7",192,123,2,21,21,3,49,0,135,66,41,616,13,70
"57",848,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2021-04-28",52,FALSE,1,9326,"THAME","SP7966615281",558391,1,"",2007-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",553231,"2007-10-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,126,5.04,26,116.5,4.48,27,43,1.59,3,5,5,7.96,19,86,4.53,3.5,13.15,26.62,3.25,9.58,33.92,24,150,6.25,30,185,6.17,9,60,15,10,43,23.26,26,119,4.58,"No",2007,9,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",0.041,1.93333333333333,7.80666666666667,2.65,71.9333333333333,2.69666666666667,0.222,0.000713333333333333,0.0468333333333333,7.19666666666667,15.2433333333333,9.86666666666667,NA,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",42,236,2,81,16,9,34,0,50,197,36,689,9,50
"58",858,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SILCHESTER BROOK",35935,1,"SU",62179,61383,"SU6217961383","GB106039017190",75,5.3,4.59,1,1.6,14.67,9,69,14,8,142,NA,NA,NA,"1995-01-01","1992-11-30","2014-09-15",21,FALSE,1,9440,"SILCHESTER BROOK","SU6217961383",558360,1,"",2007-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",556441,"2007-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,70,4.67,17,79.1,4.65,NA,NA,NA,NA,NA,NA,NA,9,41,4.56,1,1,100,4.28,6.7,63.88,14,100,7.14,NA,NA,NA,NA,3,0,15,30,50,17,82.6,4.86,"No",2007,10,"3C7E8308-215D-4495-B8DA-D054FF022A02","TH-PKER0081",0.03,1,7.8,1.23,86.1,1.24,0.071,0.00053,0.0122,8.51,15.8,NA,NA,NA,"3C7E8308-215D-4495-B8DA-D054FF022A02",28,107,0,57,1,0,13,0,167,58,18,433,4,14
"59",859,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SILCHESTER BROOK",35936,1,"SU",62204,61257,"SU6220461257","GB106039017190",69,4,5.22,1,2.8,26.67,2,77,17,4,144,NA,NA,NA,"1995-01-01","1990-03-06","2014-09-15",28,FALSE,1,9452,"SILCHESTER BROOK","SU6220461257",558359,1,"",2007-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560112,"2007-12-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,86,4.3,22,93.6,4.25,NA,NA,NA,NA,NA,NA,NA,15,59,3.93,1.63,1.63,100,4.76,8.64,55.09,18,118,6.56,NA,NA,NA,NA,4,0,13,37,35.14,22,98.1,4.46,"No",2007,10,"3C7E8308-215D-4495-B8DA-D054FF022A02","TH-PKER0081",0.03,1,7.8,1.23,86.1,1.24,0.071,0.00053,0.0122,8.51,15.8,NA,NA,NA,"3C7E8308-215D-4495-B8DA-D054FF022A02",340,147,1,2,2,5,206,0,375,134,23,1216,3,208
"60",864,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","SALFORDS STREAM",35943,1,"TQ",26600,46620,"TQ2660046620","GB106039017540",49,1.6,10.497,2,4.2,25,5,28,52,15,204,NA,NA,NA,"1995-01-01","1990-03-29","2015-10-20",32,FALSE,1,9522,"SALFORDS STREAM","TQ2660046620",558136,1,"",2007-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",553024,"2007-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,42,4.2,10,42.7,4.27,NA,NA,NA,NA,NA,NA,NA,7,38,5.43,1.5,1.5,100,2.5,3.46,72.25,9,69,7.67,NA,NA,NA,NA,3,0,11,17,64.71,10,45.9,4.59,"No",2007,9,"3B887B00-EA6E-4B65-8B9B-7181215A505A","TH-PMLR0042",0.0533333333333333,1.83333333333333,7.55,3.32,79.0666666666667,3.36333333333333,0.333666666666667,0.000586666666666667,0.0417333333333333,7.76666666666667,16.0166666666667,23.3,NA,NA,"3B887B00-EA6E-4B65-8B9B-7181215A505A",62,68,0,0,3,0,1,0,37,8,11,179,3,4
"61",867,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SHALBOURNE STREAM",35951,1,"SU",33015,68147,"SU3301568147","GB106039017370",100,5,7.4,1,3,17.67,15,40,17,28,239,NA,NA,NA,"1995-01-01","1990-08-14","2013-09-30",20,FALSE,1,9558,"SHALBOURNE STREAM","SU3301568147",561132,1,"",2007-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",554822,"2007-11-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,109,6.06,22,131.6,5.98,12,30,2.5,5,5,5,12.5,18,105,5.83,10.38,13.57,76.49,5.29,8.67,61.01,19,141,7.42,22,178,8.09,27,36,75,22,33,66.67,22,130.7,5.94,"No",2007,10,"7EFB023C-48CC-4B13-82CB-11DD51250987","TH-PKER0079",0.03,1.1,8.25333333333333,4.34666666666667,101.266666666667,4.36666666666667,0.108,0.000693333333333333,0.0190666666666667,10.62,13.22,NA,NA,NA,"7EFB023C-48CC-4B13-82CB-11DD51250987",3,33,0,70,49,0,19,0,62,47,32,289,15,68
"62",869,"THAMES - WEST","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35956,1,"SU",12205,87250,"SU1220587250","GB106039023330",87,1.4,11.14,3,5.7,33.33,22,15,12,52,231,NA,NA,NA,"1995-01-01","1990-03-19","2014-10-28",35,FALSE,1,9576,"RAY (WILTS)","SU1220587250",566251,1,"",2007-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560775,"2008-01-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,87,4.58,22,89.4,4.06,NA,NA,NA,NA,NA,NA,NA,14,62,4.43,1,1,100,3.5,7.41,47.23,19,124,6.53,NA,NA,NA,NA,4,0,11,39,28.21,22,94.1,4.28,"No",2007,10,"BF50450E-D55A-40A6-B42D-A3E077300EC6","TH-PUTR0069",0.0803333333333333,1.36666666666667,7.55666666666667,12,93.9666666666667,12,0.536,0.000986666666666667,0.0383333333333333,8.82,18.24,6.1,NA,2.9,"BF50450E-D55A-40A6-B42D-A3E077300EC6",154,154,10,19,45,30,1,0,165,89,24,667,3,46
"63",878,"THAMES - WEST","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35969,1,"SU",63472,76238,"SU6347276238","GB106039023300",43,1.7,30.01,3,6.9,52.67,2,26,17,55,221,NA,NA,NA,"1995-01-01","1989-03-17","2012-05-31",41,FALSE,1,9680,"PANG","SU6347276238",558351,1,"",2007-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",559681,"2008-01-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,166,5.72,30,168.9,5.63,32,71,2.22,12,7,12,26.63,22,115,5.23,15.76,23.34,67.52,7.53,12.62,59.67,27,196,7.26,36,267,7.42,34,74,45.95,29,52,55.77,30,170.8,5.69,"No",2007,10,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06","TH-PPSR0003",0.03,1,8.12,6.16,98.9333333333333,6.17333333333333,0.0493333333333333,0.00076,0.0134333333333333,10.0333333333333,14.4633333333333,6.56666666666667,NA,NA,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06",57,132,1,443,75,0,58,0,24,484,45,1276,17,133
"64",891,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35992,1,"TQ",17950,50230,"TQ1795050230","GB106039017621",39,1,36.445,4,14.5,63.33,9,32,37,23,118,NA,NA,NA,"1995-01-01","1990-03-29","2016-10-06",38,FALSE,1,9822,"MOLE (THAMES)","TQ1795050230",560334,1,"",2007-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",554369,"2007-11-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,112,5.33,24,120.7,5.03,NA,NA,NA,NA,NA,NA,NA,18,92,5.11,1.63,1.63,100,4.01,8.62,46.52,22,148,6.73,NA,NA,NA,NA,4,0,16,40,40,24,123,5.13,"No",2007,10,"E0870049-0B20-4794-A381-D5FD03EE8A77","TH-PMLR0038",0.1285,1.55,7.925,9.705,92.5,9.785,0.3735,0.003515,0.07935,8.965,16.8,NA,NA,NA,"E0870049-0B20-4794-A381-D5FD03EE8A77",351,58,0,13,48,1,34,0,106,452,25,1064,7,82
"65",896,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36006,1,"TQ",13000,65810,"TQ1300065810","GB106039017622",9,0.6,70.106,5,15,96.67,5,42,20,33,135,NA,NA,NA,"1995-01-01","1990-05-15","2019-10-09",36,FALSE,1,9874,"MOLE (THAMES)","TQ1300065810",569567,1,"",2007-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",564525,"2008-02-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,144,4.97,32,147.9,4.62,NA,NA,NA,NA,NA,NA,NA,24,102,4.25,1,1,100,3.25,9.34,34.8,29,181,6.24,NA,NA,NA,NA,3,0,13,47,27.66,32,149.5,4.67,"No",2007,11,"F91115E0-1F90-4274-A94A-C6CE69E92993","TH-PMLR0031",0.041,1,7.94,9.76,85.4,9.78,0.618,0.00115,0.0183,8.1,17.77,NA,NA,4.8,"F91115E0-1F90-4274-A94A-C6CE69E92993",44,135,0,6,51,9,17,0,29,139,35,489,6,68
"66",903,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36019,1,"TQ",15530,68220,"TQ1553068220","GB106039023232",8,0.4,74.12,5,15,180,0,80,20,0,150,NA,NA,NA,"1995-01-01","1990-05-15","2007-11-13",22,FALSE,1,9996,"MOLE (THAMES)","TQ1553068220",566320,1,"",2007-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560946,"2008-01-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,107,5.1,23,104,4.52,NA,NA,NA,NA,NA,NA,NA,14,65,4.64,NA,NA,NA,2,6.63,30.17,22,137,6.23,NA,NA,NA,NA,3,0,8,39,20.51,23,105.8,4.6,"No",2007,11,"67487DE8-5492-411B-8CF3-6A4858C456AF","TH-PMLR0022",0.068,1,8.08,9.35,95.5,9.39,0.535,0.0023,0.0406,8.93,18.47,6.6,0.569,13.9,"67487DE8-5492-411B-8CF3-6A4858C456AF",41,80,0,2,7,3,20,0,35,144,25,342,8,27
"67",905,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LYDE",36025,1,"SU",69563,54251,"SU6956354251","GB106039017100",63,3.3,5.231,1,5.7,37.67,12,47,28,13,250,NA,NA,NA,"1995-01-01","1989-10-04","2019-11-13",44,FALSE,1,10055,"LYDE","SU6956354251",570893,1,"",2007-11-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",565916,"2008-04-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,144,5.76,29,167.3,5.77,NA,NA,NA,NA,NA,NA,NA,22,112,5.09,2.5,2.87,87.11,10.28,13.67,75.2,24,183,7.63,NA,NA,NA,NA,4,0,34,54,62.96,29,164.2,5.66,"No",2007,11,"761E63F0-AC65-406C-BF23-F99C3A50994B","TH-PLDR0039",0.06225,3.175,7.84,5.96,94.425,5.9925,0.0225,0.001035,0.0343,9.78,13.705,3.8,NA,NA,"761E63F0-AC65-406C-BF23-F99C3A50994B",151,903,0,17,148,0,207,0,281,241,31,1950,11,355
"68",907,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36031,1,"SU",71580,64750,"SU7158064750","GB106039017330",46,0.8,26.711,4,9.3,73.33,3,33,33,30,226,NA,NA,NA,"1995-01-01","1990-11-27","2019-09-26",41,FALSE,1,10086,"LODDON","SU7158064750",563762,1,"",2007-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",557695,"2008-01-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,154,6.16,27,168.1,6.23,NA,NA,NA,NA,NA,NA,NA,19,105,5.53,2.5,2.5,100,10.79,16.11,66.98,25,193,7.72,NA,NA,NA,NA,3,0,31,49,63.27,27,164.1,6.08,"No",2007,11,"7425322F-91D8-4631-A13B-7792CCDF9DA3","TH-PLDR0028",0.03925,1.15,7.9675,7.665,90.3,7.69,0.1555,0.0009425,0.026825,8.8325,16.2975,8.175,NA,4.65,"7425322F-91D8-4631-A13B-7792CCDF9DA3",80,120,0,61,76,10,131,0,150,104,28,732,11,207
"69",909,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2020-10-14",60,FALSE,1,10130,"LODDON","SU6868155289",569891,1,"",2007-11-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",564787,"2008-03-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,148,5.92,25,144.8,5.79,25,49,1.96,5,5,5,9.8,19,104,5.47,20.64,25.79,80.03,10.26,14.13,72.61,24,179,7.46,28,217,7.75,36,63,57.14,29,49,59.18,25,143.1,5.72,"No",2007,11,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",0.0385,1,7.8125,11.45,94.375,11.455,0.186,0.000725,0.0157,9.3075,15.915,4.1,NA,1.5,"07509599-DF51-4438-923C-ECD5C5BB82C9",231,904,6,246,31,9,261,0,37,780,36,2505,15,292
"70",923,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","KINGS SUTTON STREAM",36068,1,"SP",50017,35599,"SP5001735599","GB106039037310",85,6.6,4.55,1,2.2,21.67,3,37,3,57,181,NA,NA,NA,"1995-01-01","1990-05-23","2007-11-07",15,FALSE,1,10320,"KINGS SUTTON STREAM","SP5001735599",564276,1,"",2007-11-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",558268,"2008-01-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,77,4.05,24,85.3,3.55,22,33,1.5,3,3,3,4.5,15,61,4.07,3,15.12,19.84,3.25,10.34,31.43,20,120,6,26,154,5.92,6,66,9.09,13,55,23.64,24,96.1,4,"No",2007,11,"AC3FA054-9B05-47B8-B7FB-1FCE5529FA74","TH-PCHR0055",0.176,2.625,7.87,12.1,82.75,12.225,1.33525,0.00336,0.11765,8.0975,16.315,NA,NA,NA,"AC3FA054-9B05-47B8-B7FB-1FCE5529FA74",108,1276,103,11,3,0,13,0,192,1915,37,3627,4,16
